internal_project_id,evidence_date,outcome_type,failure_category,evidence_summary,source_scope
PAI-02084,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02089,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02091,2026-03-01,ABANDONED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-02097,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02107,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02108,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02114,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02133,2026-03-01,CANCELLED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02135,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02139,2026-03-01,CANCELLED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02141,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02144,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02146,2026-03-01,CANCELLED,FUNDING,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02150,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02157,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02158,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02159,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02163,2026-03-01,DROPPED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02168,2026-03-01,CANCELLED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02174,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02175,2026-03-01,CANCELLED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02183,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02185,2026-03-01,DROPPED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02190,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02191,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02192,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02199,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02201,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02228,2026-03-01,CANCELLED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02233,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02237,2026-03-01,TERMINATED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02245,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02250,2026-03-01,TERMINATED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02251,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02253,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02267,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02272,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02275,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02287,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02289,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02298,2026-03-01,CANCELLED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02313,2026-03-01,CANCELLED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02324,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02326,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02327,2026-03-01,DROPPED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02334,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02335,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02347,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02348,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02354,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02358,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02363,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02365,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02366,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02370,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02371,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02384,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02393,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02399,2026-03-01,TERMINATED,CLEARANCE,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02403,2026-03-01,CANCELLED,CLEARANCE,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02421,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02426,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02429,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02430,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02439,2026-03-01,ABANDONED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-02441,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02445,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02449,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02453,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02455,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02462,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02469,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02485,2026-03-01,DROPPED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02487,2026-03-01,DROPPED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02488,2026-03-01,DROPPED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02489,2026-03-01,DROPPED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02490,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02492,2026-03-01,DROPPED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02495,2026-03-01,DROPPED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02497,2026-03-01,ABANDONED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-02498,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02499,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02502,2026-03-01,DROPPED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02505,2026-03-01,DROPPED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02513,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02515,2026-03-01,CANCELLED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02529,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02533,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02543,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02547,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02548,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02550,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02551,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02552,2026-03-01,TERMINATED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02555,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02560,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02562,2026-03-01,DROPPED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02574,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02576,2026-03-01,CANCELLED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02577,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02580,2026-03-01,TERMINATED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02581,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02585,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02598,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02605,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02618,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02622,2026-03-01,TERMINATED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02623,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02629,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02631,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02633,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02644,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02651,2026-03-01,TERMINATED,FUNDING,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02661,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02664,2026-03-01,CANCELLED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02666,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02679,2026-03-01,CANCELLED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02688,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02689,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02694,2026-03-01,TERMINATED,CLEARANCE,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02695,2026-03-01,TERMINATED,CLEARANCE,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02697,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02699,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02701,2026-03-01,CANCELLED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02702,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02715,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02722,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02726,2026-03-01,DROPPED,CLEARANCE,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02727,2026-03-01,CANCELLED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02735,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02745,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02750,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02755,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02765,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02767,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02774,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02776,2026-03-01,DROPPED,CLEARANCE,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02780,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02781,2026-03-01,TERMINATED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02790,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02791,2026-03-01,TERMINATED,FUNDING,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02796,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02802,2026-03-01,CANCELLED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02807,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02809,2026-03-01,TERMINATED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02814,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02820,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02821,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02826,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02829,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02832,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02834,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02836,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02837,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02839,2026-03-01,TERMINATED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02847,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02849,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02851,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02853,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02859,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02862,2026-03-01,CANCELLED,FUNDING,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02866,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02868,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02872,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02881,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02884,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02886,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02887,2026-03-01,DROPPED,CLEARANCE,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02891,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02892,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02894,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02897,2026-03-01,CANCELLED,FUNDING,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-02899,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02911,2026-03-01,TERMINATED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02925,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02933,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02938,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02955,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02958,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02961,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-02963,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02969,2026-03-01,TERMINATED,FUNDING,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02975,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-02977,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02982,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-02989,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-02996,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03013,2026-03-01,DROPPED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03015,2026-03-01,DROPPED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03021,2026-03-01,TERMINATED,FUNDING,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03023,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03028,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03029,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03035,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
