internal_project_id,reporting_date,planned_progress_pct,physical_progress_pct,progress_gap_pct,planned_expenditure_cr,period_expenditure_cr,cumulative_expenditure_cr,milestones_planned,milestones_completed,delay_days
PAI-01924,2025-11-01,100.0,96.42,3.58,31.97,1.28,32.08,6,4,0
PAI-01924,2025-12-01,87.93,85.26,2.67,28.11,1.44,33.52,6,5,20
PAI-01924,2026-01-01,99.55,96.67,2.88,31.83,1.36,34.88,6,5,4
PAI-01924,2026-02-01,97.52,96.4,1.13,31.18,2.1,36.98,6,6,23
PAI-01924,2026-03-01,100.0,100.0,0.0,31.97,1.88,38.86,6,6,9
PAI-01925,2024-04-01,4.75,4.75,0.0,0.63,0.59,0.59,8,0,0
PAI-01925,2024-05-01,10.15,8.2,1.94,1.36,0.49,1.08,8,0,19
PAI-01925,2024-06-01,11.46,9.73,1.73,1.53,0.81,1.89,8,1,29
PAI-01925,2024-07-01,15.56,13.12,2.44,2.08,0.65,2.54,8,1,3
PAI-01925,2024-08-01,19.96,17.48,2.48,2.67,0.44,2.98,8,0,1
PAI-01925,2024-09-01,27.14,27.14,0.0,3.63,1.08,4.06,8,1,26
PAI-01925,2024-10-01,33.85,31.15,2.7,4.52,0.44,4.5,8,2,53
PAI-01925,2024-11-01,32.77,28.48,4.29,4.38,0.68,5.18,8,2,33
PAI-01925,2024-12-01,47.53,45.1,2.43,6.35,0.51,5.69,8,4,24
PAI-01925,2025-01-01,38.99,36.96,2.03,5.21,0.65,6.34,8,4,18
PAI-01925,2025-02-01,41.84,40.52,1.33,5.59,0.35,6.69,8,2,28
PAI-01925,2025-03-01,54.9,54.42,0.49,7.33,0.44,7.13,8,4,5
PAI-01925,2025-04-01,65.51,63.55,1.97,8.75,0.56,7.69,8,3,9
PAI-01925,2025-05-01,67.2,67.2,0.0,8.98,0.47,8.16,8,3,0
PAI-01925,2025-06-01,57.1,57.1,0.0,7.63,0.51,8.67,8,5,0
PAI-01925,2025-07-01,85.1,85.1,0.0,11.37,0.46,9.13,8,5,18
PAI-01925,2025-08-01,87.71,82.83,4.88,11.72,0.44,9.57,8,4,19
PAI-01925,2025-09-01,76.0,73.93,2.07,10.15,0.66,10.23,8,6,16
PAI-01925,2025-10-01,77.21,77.21,0.0,10.32,0.44,10.67,8,6,13
PAI-01925,2025-11-01,84.85,83.9,0.95,11.34,0.92,11.59,8,6,21
PAI-01925,2025-12-01,100.0,100.0,0.0,13.36,0.88,12.47,8,7,0
PAI-01925,2026-01-01,100.0,98.93,1.07,13.36,0.36,12.83,8,7,34
PAI-01925,2026-02-01,100.0,98.14,1.86,13.36,0.87,13.7,8,7,0
PAI-01925,2026-03-01,100.0,100.0,0.0,13.36,0.45,14.15,8,8,0
PAI-01926,2024-04-01,5.37,0.0,5.37,1.17,0.85,0.85,6,1,57
PAI-01926,2024-05-01,10.37,0.0,10.37,2.25,0.76,1.61,6,0,59
PAI-01926,2024-06-01,11.45,0.0,11.45,2.49,0.47,2.08,6,0,32
PAI-01926,2024-07-01,16.02,0.96,15.05,3.48,0.6,2.68,6,1,36
PAI-01926,2024-08-01,20.38,5.59,14.78,4.43,0.75,3.43,6,1,57
PAI-01926,2024-09-01,26.97,11.47,15.5,5.86,0.87,4.3,6,0,48
PAI-01926,2024-10-01,35.96,19.99,15.96,7.81,0.55,4.85,6,2,35
PAI-01926,2024-11-01,36.33,22.44,13.89,7.9,0.66,5.51,6,0,62
PAI-01926,2024-12-01,38.29,22.3,15.99,8.32,0.81,6.32,6,1,66
PAI-01926,2025-01-01,44.6,26.33,18.26,9.69,0.87,7.19,6,2,49
PAI-01926,2025-02-01,43.83,28.28,15.55,9.53,0.46,7.65,6,2,50
PAI-01926,2025-03-01,55.01,35.08,19.93,11.95,0.97,8.62,6,3,73
PAI-01926,2025-04-01,64.35,46.13,18.21,13.98,0.93,9.55,6,2,45
PAI-01926,2025-05-01,57.95,40.42,17.53,12.59,0.72,10.27,6,3,54
PAI-01926,2025-06-01,80.48,61.92,18.56,17.49,0.66,10.93,6,3,50
PAI-01926,2025-07-01,73.17,49.56,23.61,15.9,0.95,11.88,6,5,94
PAI-01926,2025-08-01,83.19,65.76,17.43,18.08,0.56,12.44,6,4,56
PAI-01926,2025-09-01,69.22,45.81,23.42,15.04,0.6,13.04,6,2,50
PAI-01926,2025-10-01,100.0,81.33,18.67,21.73,0.57,13.61,6,3,76
PAI-01926,2025-11-01,100.0,74.63,25.37,21.73,0.95,14.56,6,5,92
PAI-01926,2025-12-01,85.05,62.24,22.81,18.48,1.65,16.21,6,5,65
PAI-01926,2026-01-01,100.0,76.91,23.09,21.73,0.9,17.11,6,3,95
PAI-01926,2026-02-01,95.8,71.56,24.24,20.82,0.85,17.96,6,5,69
PAI-01926,2026-03-01,95.26,70.86,24.4,20.7,1.41,19.37,6,6,82
PAI-01927,2024-04-01,4.21,0.0,4.21,0.75,0.57,0.57,7,0,62
PAI-01927,2024-05-01,8.5,0.0,8.5,1.51,0.47,1.04,7,1,95
PAI-01927,2024-06-01,15.62,0.0,15.62,2.79,0.67,1.71,7,0,54
PAI-01927,2024-07-01,18.42,0.0,18.42,3.29,0.34,2.05,7,0,112
PAI-01927,2024-08-01,24.99,0.0,24.99,4.46,0.47,2.52,7,0,67
PAI-01927,2024-09-01,31.14,3.84,27.29,5.55,1.12,3.64,7,1,65
PAI-01927,2024-10-01,36.28,7.38,28.89,6.47,0.71,4.35,7,2,56
PAI-01927,2024-11-01,40.69,10.77,29.92,7.25,1.13,5.48,7,3,94
PAI-01927,2024-12-01,34.9,3.4,31.51,6.22,0.82,6.3,7,1,97
PAI-01927,2025-01-01,42.38,13.35,29.03,7.56,0.63,6.93,7,2,86
PAI-01927,2025-02-01,48.8,20.16,28.64,8.7,0.41,7.34,7,2,70
PAI-01927,2025-03-01,46.99,10.36,36.64,8.38,0.53,7.87,7,3,140
PAI-01927,2025-04-01,60.59,30.31,30.28,10.8,0.7,8.57,7,5,76
PAI-01927,2025-05-01,59.03,23.54,35.49,10.52,0.38,8.95,7,4,99
PAI-01927,2025-06-01,75.67,43.18,32.49,13.49,0.95,9.9,7,3,112
PAI-01927,2025-07-01,82.67,48.4,34.27,14.74,0.29,10.19,7,3,90
PAI-01927,2025-08-01,70.75,33.34,37.41,12.61,0.89,11.08,7,4,113
PAI-01927,2025-09-01,74.57,36.23,38.34,13.3,0.37,11.45,7,5,95
PAI-01927,2025-10-01,78.68,38.51,40.17,14.03,0.83,12.28,7,6,120
PAI-01927,2025-11-01,100.0,58.86,41.14,17.83,0.42,12.7,7,3,92
PAI-01927,2025-12-01,100.0,60.71,39.29,17.83,0.55,13.25,7,4,105
PAI-01927,2026-01-01,100.0,61.57,38.43,17.83,0.65,13.9,7,5,132
PAI-01927,2026-02-01,87.88,46.72,41.16,15.67,0.58,14.48,7,5,143
PAI-01927,2026-03-01,91.25,53.25,38.0,16.27,0.53,15.01,7,6,133
PAI-01928,2024-04-01,3.85,0.0,3.85,3.0,3.69,3.69,8,0,49
PAI-01928,2024-05-01,10.37,7.15,3.22,8.07,2.15,5.84,8,0,22
PAI-01928,2024-06-01,14.73,10.46,4.27,11.47,6.18,12.02,8,2,15
PAI-01928,2024-07-01,18.83,12.6,6.23,14.66,2.65,14.67,8,0,42
PAI-01928,2024-08-01,21.31,18.66,2.66,16.6,1.83,16.5,8,0,22
PAI-01928,2024-09-01,29.53,26.95,2.58,22.99,1.89,18.39,8,0,21
PAI-01928,2024-10-01,33.46,31.24,2.22,26.06,1.98,20.37,8,1,37
PAI-01928,2024-11-01,41.89,40.63,1.26,32.62,3.25,23.62,8,3,10
PAI-01928,2024-12-01,43.21,41.61,1.6,33.65,4.21,27.83,8,3,4
PAI-01928,2025-01-01,38.85,34.27,4.57,30.25,4.62,32.45,8,3,0
PAI-01928,2025-02-01,53.72,49.26,4.45,41.83,4.38,36.83,8,3,39
PAI-01928,2025-03-01,55.39,52.52,2.87,43.13,3.38,40.21,8,3,14
PAI-01928,2025-04-01,50.98,50.01,0.98,39.7,4.39,44.6,8,4,0
PAI-01928,2025-05-01,62.28,58.55,3.73,48.5,3.93,48.53,8,4,9
PAI-01928,2025-06-01,78.55,78.55,0.0,61.17,4.15,52.68,8,5,0
PAI-01928,2025-07-01,61.72,60.15,1.56,48.06,1.84,54.52,8,6,17
PAI-01928,2025-08-01,88.98,87.33,1.65,69.29,2.94,57.46,8,5,1
PAI-01928,2025-09-01,78.01,73.59,4.43,60.75,2.88,60.34,8,4,3
PAI-01928,2025-10-01,76.31,76.3,0.02,59.43,3.49,63.83,8,7,0
PAI-01928,2025-11-01,77.75,77.75,0.0,60.54,7.5,71.33,8,6,0
PAI-01928,2025-12-01,93.52,92.97,0.55,72.83,3.55,74.88,8,6,4
PAI-01928,2026-01-01,89.22,87.58,1.64,69.48,3.65,78.53,8,6,13
PAI-01928,2026-02-01,100.0,96.66,3.34,77.87,2.46,80.99,8,6,14
PAI-01928,2026-03-01,97.35,94.77,2.58,75.81,2.69,83.68,8,7,21
PAI-01929,2024-04-01,5.39,0.0,5.39,1.05,0.69,0.69,7,0,63
PAI-01929,2024-05-01,9.77,0.0,9.77,1.9,0.44,1.13,7,0,43
PAI-01929,2024-06-01,15.21,0.0,15.21,2.96,0.86,1.99,7,1,54
PAI-01929,2024-07-01,17.75,0.0,17.75,3.45,0.72,2.71,7,0,67
PAI-01929,2024-08-01,19.35,0.0,19.35,3.77,0.9,3.61,7,1,38
PAI-01929,2024-09-01,30.53,9.74,20.79,5.94,0.8,4.41,7,0,79
PAI-01929,2024-10-01,32.52,8.68,23.84,6.33,0.46,4.87,7,2,76
PAI-01929,2024-11-01,34.75,8.13,26.62,6.76,0.65,5.52,7,1,56
PAI-01929,2024-12-01,45.52,21.28,24.25,8.86,0.62,6.14,7,4,53
PAI-01929,2025-01-01,41.27,16.85,24.43,8.03,0.7,6.84,7,3,86
PAI-01929,2025-02-01,48.39,23.61,24.78,9.42,0.43,7.27,7,3,94
PAI-01929,2025-03-01,58.47,30.84,27.62,11.38,0.69,7.96,7,2,84
PAI-01929,2025-04-01,57.95,32.41,25.54,11.28,0.44,8.4,7,2,94
PAI-01929,2025-05-01,72.14,45.59,26.55,14.04,0.85,9.25,7,3,78
PAI-01929,2025-06-01,80.64,54.0,26.64,15.69,0.9,10.15,7,3,70
PAI-01929,2025-07-01,82.23,53.08,29.15,16.0,0.32,10.47,7,3,88
PAI-01929,2025-08-01,83.14,55.12,28.01,16.18,0.9,11.37,7,5,95
PAI-01929,2025-09-01,92.35,60.96,31.39,17.97,1.39,12.76,7,6,110
PAI-01929,2025-10-01,80.69,51.36,29.33,15.7,0.56,13.32,7,6,70
PAI-01929,2025-11-01,94.32,63.14,31.18,18.35,1.03,14.35,7,5,94
PAI-01929,2025-12-01,89.15,60.57,28.58,17.35,0.38,14.73,7,7,77
PAI-01929,2026-01-01,100.0,73.9,26.1,19.46,0.85,15.58,7,6,73
PAI-01929,2026-02-01,100.0,71.19,28.81,19.46,0.76,16.34,7,5,113
PAI-01929,2026-03-01,100.0,70.67,29.33,19.46,0.71,17.05,7,7,89
PAI-01930,2024-04-01,4.8,0.47,4.33,1.72,1.22,1.22,8,1,0
PAI-01930,2024-05-01,9.44,6.3,3.14,3.38,2.44,3.66,8,0,18
PAI-01930,2024-06-01,14.85,12.13,2.73,5.32,1.24,4.9,8,0,22
PAI-01930,2024-07-01,17.27,10.87,6.4,6.19,1.08,5.98,8,0,18
PAI-01930,2024-08-01,20.96,16.28,4.68,7.51,1.51,7.49,8,2,0
PAI-01930,2024-09-01,24.29,19.42,4.88,8.71,0.91,8.4,8,1,24
PAI-01930,2024-10-01,28.93,23.52,5.41,10.37,1.09,9.49,8,3,45
PAI-01930,2024-11-01,36.9,36.9,0.0,13.23,2.13,11.62,8,3,0
PAI-01930,2024-12-01,47.46,47.46,0.0,17.01,1.12,12.74,8,3,0
PAI-01930,2025-01-01,38.44,34.4,4.05,13.78,1.69,14.43,8,2,2
PAI-01930,2025-02-01,43.4,40.72,2.67,15.55,0.9,15.33,8,3,0
PAI-01930,2025-03-01,48.24,42.87,5.37,17.29,2.22,17.55,8,3,11
PAI-01930,2025-04-01,60.6,59.08,1.52,21.72,1.76,19.31,8,4,2
PAI-01930,2025-05-01,71.91,65.92,5.98,25.77,2.04,21.35,8,4,11
PAI-01930,2025-06-01,61.84,59.57,2.28,22.16,1.55,22.9,8,6,0
PAI-01930,2025-07-01,76.53,73.75,2.78,27.43,2.03,24.93,8,4,2
PAI-01930,2025-08-01,64.93,61.48,3.45,23.27,1.74,26.67,8,5,9
PAI-01930,2025-09-01,87.15,82.73,4.42,31.23,1.73,28.4,8,7,32
PAI-01930,2025-10-01,82.82,81.24,1.57,29.68,1.4,29.8,8,7,0
PAI-01930,2025-11-01,79.52,78.64,0.88,28.5,1.51,31.31,8,5,0
PAI-01930,2025-12-01,100.0,99.24,0.76,35.84,3.21,34.52,8,7,2
PAI-01930,2026-01-01,100.0,93.78,6.22,35.84,2.14,36.66,8,8,21
PAI-01930,2026-02-01,95.11,90.99,4.12,34.09,0.87,37.53,8,8,6
PAI-01930,2026-03-01,100.0,96.83,3.17,35.84,1.36,38.89,8,8,17
PAI-01931,2024-04-01,4.8,4.8,0.0,1.84,1.97,1.97,8,1,0
PAI-01931,2024-05-01,10.5,10.5,0.0,4.03,1.61,3.58,8,0,3
PAI-01931,2024-06-01,16.0,15.49,0.51,6.14,2.14,5.72,8,0,16
PAI-01931,2024-07-01,17.38,17.18,0.2,6.67,1.6,7.32,8,0,7
PAI-01931,2024-08-01,22.26,19.82,2.43,8.54,1.85,9.17,8,0,0
PAI-01931,2024-09-01,28.26,28.26,0.0,10.85,1.91,11.08,8,2,2
PAI-01931,2024-10-01,36.22,32.71,3.52,13.9,1.71,12.79,8,3,33
PAI-01931,2024-11-01,37.92,36.69,1.24,14.55,2.08,14.87,8,3,4
PAI-01931,2024-12-01,34.97,34.97,0.0,13.42,2.06,16.93,8,2,26
PAI-01931,2025-01-01,48.22,43.09,5.13,18.51,1.24,18.17,8,3,0
PAI-01931,2025-02-01,56.23,56.23,0.0,21.58,2.55,20.72,8,3,17
PAI-01931,2025-03-01,57.72,57.72,0.0,22.15,1.91,22.63,8,2,0
PAI-01931,2025-04-01,55.49,55.49,0.0,21.3,2.28,24.91,8,5,0
PAI-01931,2025-05-01,71.38,71.38,0.0,27.4,1.32,26.23,8,3,5
PAI-01931,2025-06-01,61.31,61.31,0.0,23.53,1.99,28.22,8,5,0
PAI-01931,2025-07-01,67.34,65.14,2.2,25.84,2.12,30.34,8,4,10
PAI-01931,2025-08-01,79.81,78.34,1.46,30.63,1.25,31.59,8,5,0
PAI-01931,2025-09-01,75.9,74.01,1.88,29.13,1.34,32.93,8,6,0
PAI-01931,2025-10-01,79.15,78.54,0.6,30.38,1.46,34.39,8,7,19
PAI-01931,2025-11-01,96.81,91.13,5.69,37.16,2.01,36.4,8,6,39
PAI-01931,2025-12-01,100.0,100.0,0.0,38.38,1.53,37.93,8,7,7
PAI-01931,2026-01-01,87.24,85.78,1.46,33.48,0.91,38.84,8,7,34
PAI-01931,2026-02-01,88.18,87.01,1.18,33.85,1.87,40.71,8,6,30
PAI-01931,2026-03-01,100.0,99.11,0.89,38.38,1.46,42.17,8,7,9
PAI-01932,2024-04-01,4.48,3.03,1.44,3.66,2.57,2.57,6,0,0
PAI-01932,2024-05-01,10.45,10.45,0.0,8.54,3.5,6.07,6,0,0
PAI-01932,2024-06-01,13.1,10.01,3.09,10.71,1.81,7.88,6,0,0
PAI-01932,2024-07-01,18.71,16.56,2.15,15.29,4.68,12.56,6,1,15
PAI-01932,2024-08-01,23.81,22.36,1.45,19.46,3.04,15.6,6,3,27
PAI-01932,2024-09-01,27.72,25.5,2.21,22.65,5.72,21.32,6,1,18
PAI-01932,2024-10-01,32.04,30.25,1.79,26.18,4.92,26.24,6,2,36
PAI-01932,2024-11-01,35.88,34.09,1.79,29.32,2.04,28.28,6,0,0
PAI-01932,2024-12-01,45.13,45.13,0.0,36.88,4.06,32.34,6,3,25
PAI-01932,2025-01-01,49.72,49.41,0.31,40.62,3.17,35.51,6,0,9
PAI-01932,2025-02-01,42.64,38.39,4.25,34.84,4.52,40.03,6,3,13
PAI-01932,2025-03-01,51.59,47.34,4.25,42.16,3.16,43.19,6,2,18
PAI-01932,2025-04-01,58.03,54.18,3.85,47.41,4.62,47.81,6,3,36
PAI-01932,2025-05-01,67.0,62.31,4.7,54.75,3.51,51.32,6,4,0
PAI-01932,2025-06-01,73.12,70.59,2.53,59.75,4.48,55.8,6,4,0
PAI-01932,2025-07-01,68.63,68.63,0.0,56.08,2.78,58.58,6,4,9
PAI-01932,2025-08-01,69.97,66.41,3.56,57.17,2.95,61.53,6,3,0
PAI-01932,2025-09-01,83.28,83.28,0.0,68.05,3.48,65.01,6,3,0
PAI-01932,2025-10-01,89.19,89.19,0.0,72.88,2.5,67.51,6,4,27
PAI-01932,2025-11-01,97.12,91.2,5.92,79.36,5.1,72.61,6,4,43
PAI-01932,2025-12-01,96.26,94.99,1.27,78.66,4.11,76.72,6,4,36
PAI-01932,2026-01-01,100.0,100.0,0.0,81.71,7.47,84.19,6,4,0
PAI-01932,2026-02-01,100.0,97.16,2.84,81.71,5.11,89.3,6,6,17
PAI-01932,2026-03-01,100.0,97.65,2.35,81.71,5.34,94.64,6,5,0
PAI-01933,2024-04-01,4.79,3.94,0.85,0.39,0.37,0.37,7,0,0
PAI-01933,2024-05-01,10.06,7.8,2.26,0.82,0.24,0.61,7,0,2
PAI-01933,2024-06-01,11.62,9.04,2.58,0.94,0.35,0.96,7,0,5
PAI-01933,2024-07-01,16.65,11.49,5.16,1.35,0.3,1.26,7,1,18
PAI-01933,2024-08-01,26.79,20.52,6.28,2.18,0.26,1.52,7,1,34
PAI-01933,2024-09-01,32.18,27.83,4.35,2.61,0.19,1.71,7,1,41
PAI-01933,2024-10-01,31.54,25.6,5.93,2.56,0.21,1.92,7,0,35
PAI-01933,2024-11-01,30.91,25.83,5.08,2.51,0.48,2.4,7,3,0
PAI-01933,2024-12-01,42.37,37.07,5.3,3.44,0.41,2.81,7,3,12
PAI-01933,2025-01-01,45.37,39.55,5.82,3.68,0.24,3.05,7,4,34
PAI-01933,2025-02-01,46.24,40.96,5.27,3.75,0.39,3.44,7,2,0
PAI-01933,2025-03-01,59.65,53.7,5.95,4.84,0.38,3.82,7,3,11
PAI-01933,2025-04-01,70.14,67.17,2.96,5.7,0.54,4.36,7,3,0
PAI-01933,2025-05-01,74.86,68.11,6.75,6.08,0.32,4.68,7,4,25
PAI-01933,2025-06-01,77.22,71.9,5.32,6.27,0.35,5.03,7,3,7
PAI-01933,2025-07-01,80.52,69.2,11.32,6.54,0.43,5.46,7,5,34
PAI-01933,2025-08-01,76.89,71.51,5.38,6.24,0.3,5.76,7,5,42
PAI-01933,2025-09-01,92.11,84.66,7.45,7.48,0.39,6.15,7,6,0
PAI-01933,2025-10-01,100.0,91.81,8.19,8.12,0.27,6.42,7,4,0
PAI-01933,2025-11-01,80.34,72.27,8.07,6.52,0.25,6.67,7,4,0
PAI-01933,2025-12-01,100.0,93.02,6.98,8.12,0.25,6.92,7,7,16
PAI-01933,2026-01-01,100.0,93.94,6.06,8.12,0.32,7.24,7,7,34
PAI-01933,2026-02-01,100.0,92.46,7.54,8.12,0.24,7.48,7,7,26
PAI-01933,2026-03-01,100.0,95.6,4.4,8.12,0.29,7.77,7,7,33
PAI-01934,2024-04-01,4.38,0.0,4.38,0.92,0.48,0.48,8,1,115
PAI-01934,2024-05-01,10.45,0.0,10.45,2.19,0.75,1.23,8,1,95
PAI-01934,2024-06-01,13.9,0.0,13.9,2.92,0.56,1.79,8,1,130
PAI-01934,2024-07-01,16.57,0.0,16.57,3.47,0.46,2.25,8,0,115
PAI-01934,2024-08-01,23.68,0.0,23.68,4.97,0.5,2.75,8,0,114
PAI-01934,2024-09-01,26.57,0.0,26.57,5.57,0.49,3.24,8,2,112
PAI-01934,2024-10-01,32.83,0.0,32.83,6.88,0.38,3.62,8,2,94
PAI-01934,2024-11-01,34.98,0.0,34.98,7.33,1.06,4.68,8,2,130
PAI-01934,2024-12-01,47.19,10.32,36.87,9.9,0.73,5.41,8,3,146
PAI-01934,2025-01-01,52.57,14.44,38.13,11.02,0.59,6.0,8,2,119
PAI-01934,2025-02-01,54.38,15.14,39.24,11.4,0.63,6.63,8,4,134
PAI-01934,2025-03-01,56.14,18.77,37.37,11.77,0.43,7.06,8,4,113
PAI-01934,2025-04-01,52.55,13.63,38.92,11.02,0.44,7.5,8,4,110
PAI-01934,2025-05-01,74.53,33.46,41.07,15.63,0.57,8.07,8,5,114
PAI-01934,2025-06-01,67.68,26.85,40.84,14.19,0.36,8.43,8,4,111
PAI-01934,2025-07-01,68.26,23.78,44.48,14.31,0.71,9.14,8,4,126
PAI-01934,2025-08-01,82.36,38.73,43.63,17.27,0.48,9.62,8,4,143
PAI-01934,2025-09-01,79.34,37.24,42.1,16.64,0.9,10.52,8,6,129
PAI-01934,2025-10-01,97.93,53.02,44.91,20.54,0.42,10.94,8,5,149
PAI-01934,2025-11-01,90.41,45.45,44.96,18.96,0.77,11.71,8,7,120
PAI-01934,2025-12-01,100.0,54.63,45.37,20.97,0.3,12.01,8,8,146
PAI-01934,2026-01-01,100.0,51.43,48.57,20.97,0.43,12.44,8,7,159
PAI-01934,2026-02-01,100.0,53.18,46.82,20.97,0.42,12.86,8,8,154
PAI-01934,2026-03-01,100.0,52.86,47.14,20.97,0.6,13.46,8,6,168
PAI-01935,2024-04-01,4.57,1.33,3.24,2.5,2.91,2.91,7,0,19
PAI-01935,2024-05-01,9.71,3.22,6.5,5.31,3.16,6.07,7,1,0
PAI-01935,2024-06-01,15.9,12.8,3.1,8.69,2.18,8.25,7,1,10
PAI-01935,2024-07-01,18.82,18.5,0.31,10.29,2.74,10.99,7,1,28
PAI-01935,2024-08-01,22.45,21.9,0.56,12.28,2.73,13.72,7,2,18
PAI-01935,2024-09-01,25.06,20.63,4.43,13.71,3.09,16.81,7,1,0
PAI-01935,2024-10-01,31.98,28.04,3.94,17.49,1.95,18.76,7,1,0
PAI-01935,2024-11-01,31.99,29.74,2.25,17.49,1.65,20.41,7,0,16
PAI-01935,2024-12-01,43.18,39.59,3.58,23.61,3.23,23.64,7,1,25
PAI-01935,2025-01-01,45.09,41.21,3.89,24.66,1.16,24.8,7,3,0
PAI-01935,2025-02-01,43.02,39.51,3.5,23.53,3.31,28.11,7,2,30
PAI-01935,2025-03-01,63.77,58.67,5.1,34.88,2.0,30.11,7,2,20
PAI-01935,2025-04-01,60.35,59.81,0.54,33.01,1.4,31.51,7,3,0
PAI-01935,2025-05-01,73.88,69.12,4.75,40.4,3.32,34.83,7,2,47
PAI-01935,2025-06-01,69.78,67.23,2.55,38.16,2.44,37.27,7,4,0
PAI-01935,2025-07-01,72.36,67.63,4.73,39.57,3.03,40.3,7,5,0
PAI-01935,2025-08-01,80.29,77.87,2.43,43.91,2.6,42.9,7,5,11
PAI-01935,2025-09-01,74.87,73.22,1.65,40.94,3.98,46.88,7,6,0
PAI-01935,2025-10-01,81.72,81.15,0.57,44.69,2.0,48.88,7,4,0
PAI-01935,2025-11-01,100.0,100.0,0.0,54.69,1.89,50.77,7,4,5
PAI-01935,2025-12-01,97.24,96.13,1.11,53.18,2.2,52.97,7,5,32
PAI-01935,2026-01-01,100.0,100.0,0.0,54.69,4.51,57.48,7,6,23
PAI-01935,2026-02-01,100.0,94.88,5.12,54.69,2.99,60.47,7,7,10
PAI-01935,2026-03-01,100.0,98.25,1.75,54.69,3.25,63.72,7,6,0
PAI-01936,2024-04-01,5.03,0.0,5.03,1.82,1.57,1.57,8,0,34
PAI-01936,2024-05-01,7.83,0.0,7.83,2.84,1.72,3.29,8,0,46
PAI-01936,2024-06-01,12.91,0.72,12.19,4.68,1.57,4.86,8,1,61
PAI-01936,2024-07-01,18.32,5.78,12.55,6.64,0.89,5.75,8,1,35
PAI-01936,2024-08-01,25.95,10.85,15.1,9.4,1.11,6.86,8,3,54
PAI-01936,2024-09-01,31.03,19.04,11.99,11.24,1.03,7.89,8,2,29
PAI-01936,2024-10-01,29.5,12.36,17.14,10.69,1.23,9.12,8,2,20
PAI-01936,2024-11-01,38.37,24.12,14.25,13.9,1.23,10.35,8,4,0
PAI-01936,2024-12-01,39.91,27.15,12.76,14.46,1.46,11.81,8,3,49
PAI-01936,2025-01-01,50.3,32.68,17.62,18.22,1.18,12.99,8,2,67
PAI-01936,2025-02-01,42.41,23.13,19.28,15.36,1.57,14.56,8,3,64
PAI-01936,2025-03-01,46.14,24.41,21.73,16.71,1.92,16.48,8,5,68
PAI-01936,2025-04-01,58.68,39.41,19.26,21.26,0.59,17.07,8,4,44
PAI-01936,2025-05-01,68.75,51.35,17.4,24.91,1.4,18.47,8,4,51
PAI-01936,2025-06-01,57.76,37.71,20.05,20.93,0.66,19.13,8,5,30
PAI-01936,2025-07-01,84.74,64.32,20.41,30.7,1.01,20.14,8,4,64
PAI-01936,2025-08-01,73.58,54.17,19.41,26.66,0.66,20.8,8,6,42
PAI-01936,2025-09-01,68.42,49.47,18.95,24.79,1.1,21.9,8,6,76
PAI-01936,2025-10-01,76.99,56.73,20.26,27.9,1.4,23.3,8,6,82
PAI-01936,2025-11-01,100.0,75.66,24.34,36.23,1.07,24.37,8,6,66
PAI-01936,2025-12-01,94.35,69.32,25.02,34.18,1.43,25.8,8,8,67
PAI-01936,2026-01-01,100.0,77.79,22.21,36.23,1.59,27.39,8,6,50
PAI-01936,2026-02-01,100.0,75.47,24.53,36.23,1.88,29.27,8,7,79
PAI-01936,2026-03-01,100.0,75.9,24.1,36.23,1.12,30.39,8,8,70
PAI-01937,2024-04-01,4.43,0.0,4.43,0.69,0.81,0.81,7,0,12
PAI-01937,2024-05-01,9.89,4.88,5.01,1.54,0.76,1.57,7,0,32
PAI-01937,2024-06-01,14.6,7.6,7.0,2.28,0.52,2.09,7,0,5
PAI-01937,2024-07-01,21.45,14.1,7.35,3.35,0.83,2.92,7,1,37
PAI-01937,2024-08-01,20.09,17.56,2.53,3.14,0.78,3.7,7,0,15
PAI-01937,2024-09-01,25.27,21.76,3.51,3.95,0.94,4.64,7,0,0
PAI-01937,2024-10-01,33.44,24.11,9.33,5.22,0.54,5.18,7,1,61
PAI-01937,2024-11-01,38.33,30.13,8.19,5.99,0.77,5.95,7,2,16
PAI-01937,2024-12-01,44.31,36.7,7.61,6.92,0.48,6.43,7,2,4
PAI-01937,2025-01-01,46.71,38.54,8.17,7.3,1.08,7.51,7,3,57
PAI-01937,2025-02-01,42.09,33.74,8.35,6.57,0.99,8.5,7,2,1
PAI-01937,2025-03-01,54.85,46.08,8.76,8.57,1.41,9.91,7,2,23
PAI-01937,2025-04-01,64.06,55.76,8.3,10.01,0.6,10.51,7,4,35
PAI-01937,2025-05-01,64.57,59.14,5.43,10.09,0.57,11.08,7,4,0
PAI-01937,2025-06-01,61.0,55.09,5.91,9.53,0.75,11.83,7,4,22
PAI-01937,2025-07-01,83.17,72.9,10.27,12.99,0.62,12.45,7,3,21
PAI-01937,2025-08-01,86.16,77.13,9.02,13.46,0.64,13.09,7,4,20
PAI-01937,2025-09-01,77.67,66.49,11.18,12.13,0.78,13.87,7,4,17
PAI-01937,2025-10-01,97.03,85.01,12.01,15.16,0.63,14.5,7,6,38
PAI-01937,2025-11-01,99.24,88.78,10.46,15.5,0.39,14.89,7,4,49
PAI-01937,2025-12-01,81.53,73.22,8.31,12.73,0.53,15.42,7,6,28
PAI-01937,2026-01-01,95.76,83.1,12.66,14.96,1.11,16.53,7,5,31
PAI-01937,2026-02-01,89.02,74.22,14.79,13.9,0.43,16.96,7,6,0
