internal_project_id,outcome_date,outcome_type,outcome_reason
PAI-02510,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02511,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02512,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02513,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02514,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02515,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-02516,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02517,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02518,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02519,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02520,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02521,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02522,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02523,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02524,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02525,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02526,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02527,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02528,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02529,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02530,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02531,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02532,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02533,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02534,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02535,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02536,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02537,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02538,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02539,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02540,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02541,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02542,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02543,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02544,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02545,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02546,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02547,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02548,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02549,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02550,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02551,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02552,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02553,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02554,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02555,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02556,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02557,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02558,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02559,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02560,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02561,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02562,2026-03-01,DROPPED,SYNTHETIC_OUTCOME
PAI-02563,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02564,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02565,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02566,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02567,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02568,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02569,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02570,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02571,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02572,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02573,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02574,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02575,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02576,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-02577,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02578,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02579,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02580,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02581,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02582,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02583,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02584,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02585,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02586,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02587,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02588,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02589,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02590,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02591,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02592,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02593,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02594,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02595,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02596,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02597,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02598,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02599,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02600,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02601,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02602,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02603,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02604,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02605,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02606,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02607,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02608,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02609,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02610,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02611,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02612,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02613,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02614,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02615,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02616,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02617,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02618,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02619,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02620,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02621,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02622,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02623,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02624,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02625,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02626,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02627,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02628,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02629,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02630,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02631,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02632,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02633,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02634,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02635,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02636,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02637,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02638,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02639,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02640,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02641,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02642,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02643,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02644,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02645,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02646,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02647,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02648,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02649,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02650,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02651,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02652,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02653,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02654,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02655,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02656,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02657,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02658,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02659,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02660,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02661,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02662,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02663,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02664,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-02665,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02666,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02667,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02668,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02669,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02670,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02671,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02672,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02673,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02674,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02675,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02676,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02677,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02678,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02679,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-02680,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02681,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02682,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02683,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02684,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02685,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02686,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02687,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02688,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02689,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02690,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02691,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02692,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02693,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02694,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02695,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02696,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02697,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02698,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02699,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02700,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02701,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-02702,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02703,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02704,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02705,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02706,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02707,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02708,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02709,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02710,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02711,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02712,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02713,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02714,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02715,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02716,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02717,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02718,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02719,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02720,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02721,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02722,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02723,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02724,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02725,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02726,2026-03-01,DROPPED,SYNTHETIC_OUTCOME
PAI-02727,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-02728,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02729,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02730,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02731,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02732,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02733,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02734,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02735,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02736,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02737,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02738,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02739,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02740,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02741,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02742,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02743,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02744,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02745,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02746,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02747,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02748,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02749,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02750,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02751,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02752,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02753,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02754,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02755,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02756,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02757,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02758,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02759,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02760,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02761,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02762,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02763,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02764,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02765,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02766,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02767,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02768,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02769,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02770,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02771,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02772,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02773,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02774,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02775,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02776,2026-03-01,DROPPED,SYNTHETIC_OUTCOME
PAI-02777,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02778,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02779,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02780,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02781,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02782,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02783,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02784,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02785,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02786,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02787,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02788,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02789,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02790,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02791,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02792,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02793,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02794,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02795,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02796,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02797,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02798,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02799,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02800,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02801,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02802,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-02803,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02804,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02805,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02806,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02807,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02808,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02809,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02810,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02811,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02812,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02813,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02814,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02815,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02816,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02817,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02818,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02819,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02820,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02821,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02822,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02823,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02824,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02825,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02826,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02827,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02828,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02829,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02830,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02831,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02832,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02833,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02834,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02835,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02836,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02837,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02838,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02839,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-02840,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02841,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02842,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02843,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02844,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02845,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02846,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02847,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02848,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02849,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02850,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02851,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02852,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02853,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02854,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02855,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02856,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02857,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02858,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02859,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02860,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02861,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02862,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-02863,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02864,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02865,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02866,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02867,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02868,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02869,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02870,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02871,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02872,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02873,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02874,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02875,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02876,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02877,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02878,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02879,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02880,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02881,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-02882,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02883,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02884,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-02885,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-02886,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
