internal_project_id,milestone_name,planned_date,actual_date,status,delay_days
PAI-02813,Milestone 2,2024-12-03,2024-12-03,COMPLETED,0.0
PAI-02813,Milestone 3,2025-09-01,2025-09-01,COMPLETED,0.0
PAI-02813,Milestone 4,2026-05-30,,PLANNED,
PAI-02813,Milestone 5,2027-02-25,,PLANNED,
PAI-02814,Milestone 1,2025-10-19,2025-12-19,COMPLETED,61.0
PAI-02814,Milestone 2,2026-06-04,,PLANNED,
PAI-02814,Milestone 3,2027-01-19,,PLANNED,
PAI-02814,Milestone 4,2027-09-04,,PLANNED,
PAI-02814,Milestone 5,2028-04-20,,PLANNED,
PAI-02814,Milestone 6,2028-12-04,,PLANNED,
PAI-02815,Milestone 1,2024-08-12,2024-09-22,COMPLETED,41.0
PAI-02815,Milestone 2,2025-01-09,2025-01-24,COMPLETED,15.0
PAI-02815,Milestone 3,2025-06-08,2025-06-16,COMPLETED,8.0
PAI-02815,Milestone 4,2025-11-05,2025-12-02,COMPLETED,27.0
PAI-02815,Milestone 5,2026-04-04,,PLANNED,
PAI-02815,Milestone 6,2026-09-01,,PLANNED,
PAI-02815,Milestone 7,2027-01-29,,PLANNED,
PAI-02816,Milestone 1,2025-11-05,2025-11-07,COMPLETED,2.0
PAI-02816,Milestone 2,2026-03-12,,PLANNED,
PAI-02816,Milestone 3,2026-07-17,,PLANNED,
PAI-02816,Milestone 4,2026-11-21,,PLANNED,
PAI-02816,Milestone 5,2027-03-28,,PLANNED,
PAI-02816,Milestone 6,2027-08-02,,PLANNED,
PAI-02816,Milestone 7,2027-12-07,,PLANNED,
PAI-02816,Milestone 8,2028-04-12,,PLANNED,
PAI-02817,Milestone 1,2026-03-24,2026-03-24,COMPLETED,0.0
PAI-02817,Milestone 2,2026-07-07,,PLANNED,
PAI-02817,Milestone 3,2026-10-20,,PLANNED,
PAI-02817,Milestone 4,2027-02-01,,PLANNED,
PAI-02817,Milestone 5,2027-05-17,,PLANNED,
PAI-02817,Milestone 6,2027-08-30,,PLANNED,
PAI-02817,Milestone 7,2027-12-12,,PLANNED,
PAI-02817,Milestone 8,2028-03-26,,PLANNED,
PAI-02818,Milestone 1,2026-06-20,,PLANNED,
PAI-02818,Milestone 2,2026-11-28,,PLANNED,
PAI-02818,Milestone 3,2027-05-09,,PLANNED,
PAI-02818,Milestone 4,2027-10-17,,PLANNED,
PAI-02818,Milestone 5,2028-03-26,,PLANNED,
PAI-02818,Milestone 6,2028-09-04,,PLANNED,
PAI-02818,Milestone 7,2029-02-12,,PLANNED,
PAI-02819,Milestone 1,2025-08-12,2025-08-12,COMPLETED,0.0
PAI-02819,Milestone 2,2026-02-18,2026-02-18,DELAYED,0.0
PAI-02819,Milestone 3,2026-08-28,,PLANNED,
PAI-02819,Milestone 4,2027-03-06,,PLANNED,
PAI-02819,Milestone 5,2027-09-13,,PLANNED,
PAI-02819,Milestone 6,2028-03-21,,PLANNED,
PAI-02819,Milestone 7,2028-09-28,,PLANNED,
PAI-02819,Milestone 8,2029-04-06,,PLANNED,
PAI-02820,Milestone 1,2023-12-26,2024-04-26,COMPLETED,122.0
PAI-02820,Milestone 2,2024-06-18,2024-08-10,COMPLETED,53.0
PAI-02820,Milestone 3,2024-12-10,2025-01-03,COMPLETED,24.0
PAI-02820,Milestone 4,2025-06-03,2025-08-09,DELAYED,67.0
PAI-02820,Milestone 5,2025-11-25,2026-03-04,COMPLETED,99.0
PAI-02820,Milestone 6,2026-05-19,,PLANNED,
PAI-02821,Milestone 1,2025-04-28,2025-05-22,DELAYED,24.0
PAI-02821,Milestone 2,2025-10-07,2025-11-19,COMPLETED,43.0
PAI-02821,Milestone 3,2026-03-18,,PLANNED,
PAI-02821,Milestone 4,2026-08-26,,PLANNED,
PAI-02821,Milestone 5,2027-02-04,,PLANNED,
PAI-02821,Milestone 6,2027-07-16,,PLANNED,
PAI-02821,Milestone 7,2027-12-24,,PLANNED,
PAI-02821,Milestone 8,2028-06-03,,PLANNED,
PAI-02822,Milestone 1,2025-09-11,2025-09-11,COMPLETED,0.0
PAI-02822,Milestone 2,2026-05-25,,PLANNED,
PAI-02822,Milestone 3,2027-02-04,,PLANNED,
PAI-02822,Milestone 4,2027-10-18,,PLANNED,
PAI-02822,Milestone 5,2028-06-29,,PLANNED,
PAI-02822,Milestone 6,2029-03-12,,PLANNED,
PAI-02823,Milestone 1,2024-05-25,2024-05-25,COMPLETED,0.0
PAI-02823,Milestone 2,2024-09-30,2024-09-30,COMPLETED,0.0
PAI-02823,Milestone 3,2025-02-05,2025-02-24,COMPLETED,19.0
PAI-02823,Milestone 4,2025-06-13,2025-06-13,COMPLETED,0.0
PAI-02823,Milestone 5,2025-10-19,2025-10-19,COMPLETED,0.0
PAI-02823,Milestone 6,2026-02-24,2026-02-24,DELAYED,0.0
PAI-02823,Milestone 7,2026-07-02,,PLANNED,
PAI-02824,Milestone 1,2024-08-21,2024-09-27,COMPLETED,37.0
PAI-02824,Milestone 2,2025-02-11,2025-03-07,COMPLETED,24.0
PAI-02824,Milestone 3,2025-08-05,2025-08-23,COMPLETED,18.0
PAI-02824,Milestone 4,2026-01-26,2026-02-16,COMPLETED,21.0
PAI-02824,Milestone 5,2026-07-19,,PLANNED,
PAI-02824,Milestone 6,2027-01-10,,PLANNED,
PAI-02824,Milestone 7,2027-07-03,,PLANNED,
PAI-02825,Milestone 1,2024-11-16,2025-02-04,COMPLETED,80.0
PAI-02825,Milestone 2,2025-03-23,2025-06-30,COMPLETED,99.0
PAI-02825,Milestone 3,2025-07-29,2025-10-01,COMPLETED,64.0
PAI-02825,Milestone 4,2025-12-03,2026-02-02,COMPLETED,61.0
PAI-02825,Milestone 5,2026-04-09,,PLANNED,
PAI-02825,Milestone 6,2026-08-15,,PLANNED,
PAI-02825,Milestone 7,2026-12-20,,PLANNED,
PAI-02825,Milestone 8,2027-04-26,,PLANNED,
PAI-02826,Milestone 1,2025-07-07,2025-12-04,COMPLETED,150.0
PAI-02826,Milestone 2,2026-01-15,2026-04-05,COMPLETED,80.0
PAI-02826,Milestone 3,2026-07-25,,PLANNED,
PAI-02826,Milestone 4,2027-02-02,,PLANNED,
PAI-02826,Milestone 5,2027-08-12,,PLANNED,
PAI-02826,Milestone 6,2028-02-20,,PLANNED,
PAI-02826,Milestone 7,2028-08-29,,PLANNED,
PAI-02827,Milestone 1,2024-09-06,2024-09-06,COMPLETED,0.0
PAI-02827,Milestone 2,2024-11-11,2024-11-11,COMPLETED,0.0
PAI-02827,Milestone 3,2025-01-16,2025-01-16,COMPLETED,0.0
PAI-02827,Milestone 4,2025-03-22,2025-03-22,COMPLETED,0.0
PAI-02827,Milestone 5,2025-05-27,2025-05-27,COMPLETED,0.0
PAI-02827,Milestone 6,2025-08-01,2025-08-01,COMPLETED,0.0
PAI-02827,Milestone 7,2025-10-05,2025-10-30,COMPLETED,25.0
PAI-02827,Milestone 8,2025-12-10,2025-12-10,COMPLETED,0.0
PAI-02828,Milestone 1,2026-02-26,2026-03-11,DELAYED,13.0
PAI-02828,Milestone 2,2026-09-26,,PLANNED,
PAI-02828,Milestone 3,2027-04-26,,PLANNED,
PAI-02828,Milestone 4,2027-11-24,,PLANNED,
PAI-02828,Milestone 5,2028-06-23,,PLANNED,
PAI-02828,Milestone 6,2029-01-21,,PLANNED,
PAI-02829,Milestone 1,2025-10-03,2025-10-13,COMPLETED,10.0
PAI-02829,Milestone 2,2026-03-21,2026-04-10,COMPLETED,20.0
PAI-02829,Milestone 3,2026-09-05,,PLANNED,
PAI-02829,Milestone 4,2027-02-21,,PLANNED,
PAI-02829,Milestone 5,2027-08-08,,PLANNED,
PAI-02829,Milestone 6,2028-01-24,,PLANNED,
PAI-02830,Milestone 1,2026-05-04,,PLANNED,
PAI-02830,Milestone 2,2026-11-21,,PLANNED,
PAI-02830,Milestone 3,2027-06-09,,PLANNED,
PAI-02830,Milestone 4,2027-12-27,,PLANNED,
PAI-02830,Milestone 5,2028-07-14,,PLANNED,
PAI-02830,Milestone 6,2029-01-31,,PLANNED,
PAI-02830,Milestone 7,2029-08-19,,PLANNED,
PAI-02831,Milestone 1,2024-05-18,2024-05-29,COMPLETED,11.0
PAI-02831,Milestone 2,2024-10-19,2024-10-27,COMPLETED,8.0
PAI-02831,Milestone 3,2025-03-22,2025-03-26,COMPLETED,4.0
PAI-02831,Milestone 4,2025-08-23,2025-10-30,COMPLETED,68.0
PAI-02831,Milestone 5,2026-01-24,2026-02-18,COMPLETED,25.0
PAI-02831,Milestone 6,2026-06-27,,PLANNED,
PAI-02831,Milestone 7,2026-11-28,,PLANNED,
PAI-02831,Milestone 8,2027-05-01,,PLANNED,
PAI-02832,Milestone 1,2024-04-30,2024-09-26,COMPLETED,149.0
PAI-02832,Milestone 2,2024-11-09,2025-03-29,COMPLETED,140.0
PAI-02832,Milestone 3,2025-05-21,2025-09-19,COMPLETED,121.0
PAI-02832,Milestone 4,2025-11-29,2026-02-24,COMPLETED,87.0
PAI-02832,Milestone 5,2026-06-10,,PLANNED,
PAI-02832,Milestone 6,2026-12-20,,PLANNED,
PAI-02832,Milestone 7,2027-06-30,,PLANNED,
PAI-02832,Milestone 8,2028-01-09,,PLANNED,
PAI-02833,Milestone 1,2024-07-07,2024-07-28,COMPLETED,21.0
PAI-02833,Milestone 2,2024-10-18,2024-10-18,DELAYED,0.0
PAI-02833,Milestone 3,2025-01-29,2025-01-29,COMPLETED,0.0
PAI-02833,Milestone 4,2025-05-11,2025-05-11,COMPLETED,0.0
PAI-02833,Milestone 5,2025-08-22,2025-08-22,COMPLETED,0.0
PAI-02833,Milestone 6,2025-12-03,2025-12-03,COMPLETED,0.0
PAI-02833,Milestone 7,2026-03-15,2026-03-15,COMPLETED,0.0
PAI-02833,Milestone 8,2026-06-26,,PLANNED,
PAI-02834,Milestone 1,2026-01-21,,PLANNED,
PAI-02834,Milestone 2,2026-07-19,,PLANNED,
PAI-02834,Milestone 3,2027-01-14,,PLANNED,
PAI-02834,Milestone 4,2027-07-12,,PLANNED,
PAI-02834,Milestone 5,2028-01-07,,PLANNED,
PAI-02834,Milestone 6,2028-07-04,,PLANNED,
PAI-02835,Milestone 1,2025-03-26,2025-04-09,COMPLETED,14.0
PAI-02835,Milestone 2,2025-09-16,2025-10-19,COMPLETED,33.0
PAI-02835,Milestone 3,2026-03-09,,PLANNED,
PAI-02835,Milestone 4,2026-08-30,,PLANNED,
PAI-02835,Milestone 5,2027-02-20,,PLANNED,
PAI-02835,Milestone 6,2027-08-13,,PLANNED,
PAI-02835,Milestone 7,2028-02-03,,PLANNED,
PAI-02836,Milestone 1,2025-12-29,2026-02-10,COMPLETED,43.0
PAI-02836,Milestone 2,2026-03-18,,PLANNED,
PAI-02836,Milestone 3,2026-06-04,,PLANNED,
PAI-02836,Milestone 4,2026-08-22,,PLANNED,
PAI-02836,Milestone 5,2026-11-08,,PLANNED,
PAI-02836,Milestone 6,2027-01-26,,PLANNED,
PAI-02837,Milestone 1,2024-04-26,2024-06-17,COMPLETED,52.0
PAI-02837,Milestone 2,2024-07-27,2024-10-18,COMPLETED,83.0
PAI-02837,Milestone 3,2024-10-28,2024-12-28,COMPLETED,61.0
PAI-02837,Milestone 4,2025-01-28,2025-03-10,COMPLETED,41.0
PAI-02837,Milestone 5,2025-04-30,2025-06-25,COMPLETED,56.0
PAI-02837,Milestone 6,2025-08-01,2025-09-12,COMPLETED,42.0
PAI-02837,Milestone 7,2025-11-01,2025-11-29,COMPLETED,28.0
PAI-02837,Milestone 8,2026-02-01,2026-03-20,COMPLETED,47.0
PAI-02838,Milestone 1,2023-12-06,2023-12-06,COMPLETED,0.0
PAI-02838,Milestone 2,2024-03-06,2024-04-05,COMPLETED,30.0
PAI-02838,Milestone 3,2024-06-05,2024-07-14,COMPLETED,39.0
PAI-02838,Milestone 4,2024-09-04,2024-10-19,DELAYED,45.0
PAI-02838,Milestone 5,2024-12-04,2024-12-04,COMPLETED,0.0
PAI-02839,Milestone 1,2025-06-17,2025-11-22,COMPLETED,158.0
PAI-02839,Milestone 2,2025-12-24,2026-03-19,COMPLETED,85.0
PAI-02839,Milestone 3,2026-07-02,,PLANNED,
PAI-02839,Milestone 4,2027-01-09,,PLANNED,
PAI-02839,Milestone 5,2027-07-18,,PLANNED,
PAI-02839,Milestone 6,2028-01-24,,PLANNED,
PAI-02840,Milestone 1,2024-11-25,2025-04-13,DELAYED,139.0
PAI-02840,Milestone 2,2025-01-24,2025-05-27,COMPLETED,123.0
PAI-02840,Milestone 3,2025-03-26,2025-07-17,COMPLETED,113.0
PAI-02840,Milestone 4,2025-05-25,2025-09-07,COMPLETED,105.0
PAI-02840,Milestone 5,2025-07-25,2025-11-22,COMPLETED,120.0
PAI-02840,Milestone 6,2025-09-23,2026-01-29,COMPLETED,128.0
PAI-02840,Milestone 7,2025-11-23,2026-03-23,COMPLETED,120.0
PAI-02840,Milestone 8,2026-01-22,,PLANNED,
PAI-02841,Milestone 1,2024-03-12,2024-04-07,COMPLETED,26.0
PAI-02841,Milestone 2,2024-09-07,2024-09-07,COMPLETED,0.0
PAI-02841,Milestone 3,2025-03-05,2025-03-05,COMPLETED,0.0
PAI-02841,Milestone 4,2025-08-31,2025-08-31,COMPLETED,0.0
PAI-02841,Milestone 5,2026-02-26,2026-03-16,DELAYED,18.0
PAI-02841,Milestone 6,2026-08-24,,PLANNED,
PAI-02841,Milestone 7,2027-02-19,,PLANNED,
PAI-02842,Milestone 1,2026-04-10,2026-04-17,COMPLETED,7.0
PAI-02842,Milestone 2,2026-11-25,,PLANNED,
PAI-02842,Milestone 3,2027-07-12,,PLANNED,
PAI-02842,Milestone 4,2028-02-26,,PLANNED,
PAI-02842,Milestone 5,2028-10-12,,PLANNED,
PAI-02843,Milestone 1,2026-10-16,,PLANNED,
PAI-02843,Milestone 2,2027-04-20,,PLANNED,
PAI-02843,Milestone 3,2027-10-24,,PLANNED,
PAI-02843,Milestone 4,2028-04-27,,PLANNED,
PAI-02843,Milestone 5,2028-10-31,,PLANNED,
PAI-02843,Milestone 6,2029-05-05,,PLANNED,
PAI-02843,Milestone 7,2029-11-08,,PLANNED,
PAI-02843,Milestone 8,2030-05-13,,PLANNED,
PAI-02844,Milestone 1,2024-11-23,2024-11-23,COMPLETED,0.0
PAI-02844,Milestone 2,2025-08-11,2025-08-11,COMPLETED,0.0
PAI-02844,Milestone 3,2026-04-28,2026-04-28,DELAYED,0.0
PAI-02844,Milestone 4,2027-01-14,,PLANNED,
PAI-02844,Milestone 5,2027-10-01,,PLANNED,
PAI-02845,Milestone 1,2025-04-15,2025-04-15,DELAYED,0.0
PAI-02845,Milestone 2,2025-07-22,2025-08-19,COMPLETED,28.0
PAI-02845,Milestone 3,2025-10-28,2025-10-28,DELAYED,0.0
PAI-02845,Milestone 4,2026-02-04,2026-02-04,COMPLETED,0.0
PAI-02845,Milestone 5,2026-05-13,,PLANNED,
PAI-02845,Milestone 6,2026-08-19,,PLANNED,
PAI-02846,Milestone 1,2024-08-04,2024-08-04,COMPLETED,0.0
PAI-02846,Milestone 2,2025-04-11,2025-04-11,COMPLETED,0.0
PAI-02846,Milestone 3,2025-12-17,2025-12-17,COMPLETED,0.0
PAI-02846,Milestone 4,2026-08-24,,PLANNED,
PAI-02846,Milestone 5,2027-05-01,,PLANNED,
PAI-02846,Milestone 6,2028-01-06,,PLANNED,
PAI-02847,Milestone 1,2023-11-12,2023-12-30,COMPLETED,48.0
PAI-02847,Milestone 2,2024-05-04,2024-05-14,COMPLETED,10.0
PAI-02847,Milestone 3,2024-10-24,2024-12-16,COMPLETED,53.0
PAI-02847,Milestone 4,2025-04-16,2025-05-01,COMPLETED,15.0
PAI-02847,Milestone 5,2025-10-06,2025-11-15,COMPLETED,40.0
PAI-02847,Milestone 6,2026-03-29,,PLANNED,
PAI-02847,Milestone 7,2026-09-18,,PLANNED,
PAI-02848,Milestone 1,2025-04-02,2025-04-02,COMPLETED,0.0
PAI-02848,Milestone 2,2025-07-14,2025-07-14,COMPLETED,0.0
PAI-02848,Milestone 3,2025-10-25,2025-10-25,COMPLETED,0.0
PAI-02848,Milestone 4,2026-02-05,2026-02-05,COMPLETED,0.0
PAI-02848,Milestone 5,2026-05-19,,PLANNED,
PAI-02848,Milestone 6,2026-08-30,,PLANNED,
PAI-02848,Milestone 7,2026-12-11,,PLANNED,
PAI-02849,Milestone 1,2024-05-23,2024-09-21,COMPLETED,121.0
PAI-02849,Milestone 2,2024-10-03,2025-02-09,DELAYED,129.0
PAI-02849,Milestone 3,2025-02-13,2025-06-20,COMPLETED,127.0
PAI-02849,Milestone 4,2025-06-26,2025-11-10,COMPLETED,137.0
PAI-02849,Milestone 5,2025-11-06,2026-03-22,COMPLETED,136.0
PAI-02849,Milestone 6,2026-03-19,,PLANNED,
PAI-02850,Milestone 1,2025-07-11,2025-07-19,COMPLETED,8.0
PAI-02850,Milestone 2,2026-02-03,2026-03-17,COMPLETED,42.0
PAI-02850,Milestone 3,2026-08-29,,PLANNED,
PAI-02850,Milestone 4,2027-03-24,,PLANNED,
PAI-02850,Milestone 5,2027-10-17,,PLANNED,
PAI-02850,Milestone 6,2028-05-11,,PLANNED,
PAI-02851,Milestone 1,2026-02-06,2026-02-27,DELAYED,21.0
PAI-02851,Milestone 2,2026-05-04,,PLANNED,
PAI-02851,Milestone 3,2026-07-30,,PLANNED,
PAI-02851,Milestone 4,2026-10-25,,PLANNED,
PAI-02851,Milestone 5,2027-01-19,,PLANNED,
PAI-02851,Milestone 6,2027-04-16,,PLANNED,
PAI-02851,Milestone 7,2027-07-12,,PLANNED,
PAI-02851,Milestone 8,2027-10-07,,PLANNED,
PAI-02852,Milestone 1,2024-01-04,2024-01-04,DELAYED,0.0
PAI-02852,Milestone 2,2024-07-27,2024-07-27,COMPLETED,0.0
PAI-02852,Milestone 3,2025-02-18,2025-02-18,COMPLETED,0.0
PAI-02852,Milestone 4,2025-09-11,2025-09-11,COMPLETED,0.0
PAI-02852,Milestone 5,2026-04-05,2026-04-05,COMPLETED,0.0
PAI-02852,Milestone 6,2026-10-27,,PLANNED,
PAI-02853,Milestone 1,2024-07-19,2024-11-08,COMPLETED,112.0
PAI-02853,Milestone 2,2025-02-02,2025-04-01,COMPLETED,58.0
PAI-02853,Milestone 3,2025-08-19,2025-11-08,COMPLETED,81.0
PAI-02853,Milestone 4,2026-03-05,2026-03-21,COMPLETED,16.0
PAI-02853,Milestone 5,2026-09-18,,PLANNED,
PAI-02853,Milestone 6,2027-04-04,,PLANNED,
PAI-02853,Milestone 7,2027-10-19,,PLANNED,
PAI-02853,Milestone 8,2028-05-04,,PLANNED,
PAI-02854,Milestone 1,2025-08-17,2025-09-15,DELAYED,29.0
PAI-02854,Milestone 2,2026-06-02,,PLANNED,
PAI-02854,Milestone 3,2027-03-18,,PLANNED,
PAI-02854,Milestone 4,2028-01-01,,PLANNED,
PAI-02854,Milestone 5,2028-10-16,,PLANNED,
PAI-02855,Milestone 1,2026-02-22,2026-03-18,COMPLETED,24.0
PAI-02855,Milestone 2,2026-09-15,,PLANNED,
PAI-02855,Milestone 3,2027-04-08,,PLANNED,
PAI-02855,Milestone 4,2027-10-30,,PLANNED,
PAI-02855,Milestone 5,2028-05-22,,PLANNED,
PAI-02855,Milestone 6,2028-12-13,,PLANNED,
PAI-02856,Milestone 1,2024-03-03,2024-03-16,COMPLETED,13.0
PAI-02856,Milestone 2,2024-07-15,2024-08-21,COMPLETED,37.0
PAI-02856,Milestone 3,2024-11-26,2025-01-26,COMPLETED,61.0
PAI-02856,Milestone 4,2025-04-09,2025-05-07,COMPLETED,28.0
PAI-02856,Milestone 5,2025-08-20,2025-09-09,DELAYED,20.0
PAI-02856,Milestone 6,2026-01-01,2026-02-24,COMPLETED,54.0
PAI-02856,Milestone 7,2026-05-15,,PLANNED,
PAI-02856,Milestone 8,2026-09-26,,PLANNED,
PAI-02857,Milestone 1,2025-02-22,2025-03-22,DELAYED,28.0
PAI-02857,Milestone 2,2025-11-06,2025-12-27,COMPLETED,51.0
PAI-02857,Milestone 3,2026-07-21,,PLANNED,
PAI-02857,Milestone 4,2027-04-03,,PLANNED,
PAI-02857,Milestone 5,2027-12-16,,PLANNED,
PAI-02857,Milestone 6,2028-08-29,,PLANNED,
PAI-02858,Milestone 1,2023-10-10,2023-10-10,COMPLETED,0.0
PAI-02858,Milestone 2,2024-03-02,2024-03-02,COMPLETED,0.0
PAI-02858,Milestone 3,2024-07-23,2024-07-23,COMPLETED,0.0
PAI-02858,Milestone 4,2024-12-14,2024-12-14,COMPLETED,0.0
PAI-02858,Milestone 5,2025-05-06,2025-05-06,DELAYED,0.0
PAI-02858,Milestone 6,2025-09-27,2025-09-27,COMPLETED,0.0
PAI-02858,Milestone 7,2026-02-17,2026-02-17,DELAYED,0.0
PAI-02859,Milestone 1,2024-06-15,2024-09-10,COMPLETED,87.0
PAI-02859,Milestone 2,2024-11-02,2024-12-24,COMPLETED,52.0
PAI-02859,Milestone 3,2025-03-23,2025-04-24,COMPLETED,32.0
PAI-02859,Milestone 4,2025-08-10,2025-09-15,DELAYED,36.0
PAI-02859,Milestone 5,2025-12-29,2026-03-17,COMPLETED,78.0
PAI-02859,Milestone 6,2026-05-18,,PLANNED,
PAI-02860,Milestone 1,2026-04-01,2026-04-01,DELAYED,0.0
PAI-02860,Milestone 2,2026-07-31,,PLANNED,
PAI-02860,Milestone 3,2026-11-30,,PLANNED,
PAI-02860,Milestone 4,2027-03-31,,PLANNED,
PAI-02860,Milestone 5,2027-07-30,,PLANNED,
PAI-02861,Milestone 1,2024-11-08,2025-02-01,COMPLETED,85.0
PAI-02861,Milestone 2,2025-01-19,2025-03-06,COMPLETED,46.0
PAI-02861,Milestone 3,2025-04-02,2025-06-17,COMPLETED,76.0
PAI-02861,Milestone 4,2025-06-13,2025-07-30,COMPLETED,47.0
PAI-02861,Milestone 5,2025-08-24,2025-11-26,COMPLETED,94.0
PAI-02861,Milestone 6,2025-11-05,2026-01-25,COMPLETED,81.0
PAI-02861,Milestone 7,2026-01-16,2026-01-25,COMPLETED,9.0
PAI-02862,Milestone 1,2023-11-20,2024-01-24,COMPLETED,65.0
PAI-02862,Milestone 2,2024-03-28,2024-09-13,COMPLETED,169.0
PAI-02862,Milestone 3,2024-08-04,2024-11-26,COMPLETED,114.0
PAI-02862,Milestone 4,2024-12-11,2025-03-28,COMPLETED,107.0
PAI-02862,Milestone 5,2025-04-18,2025-09-20,COMPLETED,155.0
PAI-02862,Milestone 6,2025-08-25,2025-11-05,COMPLETED,72.0
PAI-02862,Milestone 7,2026-01-01,2026-03-27,COMPLETED,85.0
PAI-02862,Milestone 8,2026-05-10,,PLANNED,
PAI-02863,Milestone 1,2025-01-15,2025-02-05,COMPLETED,21.0
PAI-02863,Milestone 2,2025-06-29,2025-07-30,COMPLETED,31.0
PAI-02863,Milestone 3,2025-12-11,2025-12-11,COMPLETED,0.0
PAI-02863,Milestone 4,2026-05-25,,PLANNED,
PAI-02863,Milestone 5,2026-11-06,,PLANNED,
PAI-02863,Milestone 6,2027-04-20,,PLANNED,
PAI-02864,Milestone 1,2024-01-07,2024-02-06,COMPLETED,30.0
PAI-02864,Milestone 2,2024-04-27,2024-07-05,COMPLETED,69.0
PAI-02864,Milestone 3,2024-08-16,2024-10-03,DELAYED,48.0
PAI-02864,Milestone 4,2024-12-05,2025-01-01,COMPLETED,27.0
PAI-02864,Milestone 5,2025-03-26,2025-05-25,COMPLETED,60.0
PAI-02865,Milestone 1,2025-02-19,2025-02-19,COMPLETED,0.0
PAI-02865,Milestone 2,2025-07-20,2025-08-14,DELAYED,25.0
PAI-02865,Milestone 3,2025-12-18,2025-12-18,DELAYED,0.0
PAI-02865,Milestone 4,2026-05-18,,PLANNED,
PAI-02865,Milestone 5,2026-10-16,,PLANNED,
PAI-02865,Milestone 6,2027-03-16,,PLANNED,
PAI-02865,Milestone 7,2027-08-14,,PLANNED,
PAI-02865,Milestone 8,2028-01-12,,PLANNED,
PAI-02866,Milestone 1,2025-08-28,2025-12-20,COMPLETED,114.0
PAI-02866,Milestone 2,2025-11-17,2026-03-22,DELAYED,125.0
PAI-02866,Milestone 3,2026-02-05,,PLANNED,
PAI-02866,Milestone 4,2026-04-27,,PLANNED,
PAI-02866,Milestone 5,2026-07-16,,PLANNED,
PAI-02866,Milestone 6,2026-10-05,,PLANNED,
PAI-02866,Milestone 7,2026-12-24,,PLANNED,
PAI-02866,Milestone 8,2027-03-15,,PLANNED,
PAI-02867,Milestone 1,2025-11-12,2025-11-12,COMPLETED,0.0
PAI-02867,Milestone 2,2026-03-16,,PLANNED,
PAI-02867,Milestone 3,2026-07-17,,PLANNED,
PAI-02867,Milestone 4,2026-11-18,,PLANNED,
PAI-02867,Milestone 5,2027-03-22,,PLANNED,
PAI-02867,Milestone 6,2027-07-23,,PLANNED,
PAI-02867,Milestone 7,2027-11-24,,PLANNED,
PAI-02868,Milestone 1,2026-05-22,,PLANNED,
PAI-02868,Milestone 2,2026-11-29,,PLANNED,
PAI-02868,Milestone 3,2027-06-08,,PLANNED,
PAI-02868,Milestone 4,2027-12-16,,PLANNED,
PAI-02868,Milestone 5,2028-06-24,,PLANNED,
PAI-02868,Milestone 6,2029-01-01,,PLANNED,
PAI-02868,Milestone 7,2029-07-11,,PLANNED,
PAI-02868,Milestone 8,2030-01-18,,PLANNED,
PAI-02869,Milestone 1,2023-12-14,2023-12-14,COMPLETED,0.0
PAI-02869,Milestone 2,2024-03-14,2024-03-14,COMPLETED,0.0
PAI-02869,Milestone 3,2024-06-14,2024-06-14,DELAYED,0.0
PAI-02869,Milestone 4,2024-09-13,2024-09-20,COMPLETED,7.0
PAI-02869,Milestone 5,2024-12-13,2024-12-13,COMPLETED,0.0
PAI-02870,Milestone 1,2025-04-11,2025-05-07,COMPLETED,26.0
PAI-02870,Milestone 2,2025-11-07,2025-11-07,COMPLETED,0.0
PAI-02870,Milestone 3,2026-06-06,,PLANNED,
PAI-02870,Milestone 4,2027-01-02,,PLANNED,
PAI-02870,Milestone 5,2027-08-01,,PLANNED,
PAI-02870,Milestone 6,2028-02-27,,PLANNED,
PAI-02871,Milestone 1,2023-10-16,2023-12-18,COMPLETED,63.0
PAI-02871,Milestone 2,2024-02-09,2024-02-09,DELAYED,0.0
PAI-02871,Milestone 3,2024-06-04,2024-06-04,DELAYED,0.0
PAI-02871,Milestone 4,2024-09-28,2024-12-06,COMPLETED,69.0
PAI-02871,Milestone 5,2025-01-22,2025-03-04,DELAYED,41.0
PAI-02871,Milestone 6,2025-05-18,2025-05-18,COMPLETED,0.0
PAI-02871,Milestone 7,2025-09-11,2025-09-11,DELAYED,0.0
PAI-02872,Milestone 1,2023-08-09,2023-09-11,COMPLETED,33.0
PAI-02872,Milestone 2,2024-01-17,2024-03-03,COMPLETED,46.0
PAI-02872,Milestone 3,2024-06-26,2024-07-28,COMPLETED,32.0
PAI-02872,Milestone 4,2024-12-04,2025-01-29,COMPLETED,56.0
PAI-02872,Milestone 5,2025-05-14,2025-07-01,DELAYED,48.0
PAI-02872,Milestone 6,2025-10-22,2025-12-03,COMPLETED,42.0
PAI-02872,Milestone 7,2026-04-01,,PLANNED,
PAI-02873,Milestone 1,2024-08-19,2024-08-28,DELAYED,9.0
PAI-02873,Milestone 2,2024-11-05,2025-01-05,COMPLETED,61.0
PAI-02873,Milestone 3,2025-01-22,2025-02-24,DELAYED,33.0
PAI-02873,Milestone 4,2025-04-09,2025-04-18,DELAYED,9.0
PAI-02873,Milestone 5,2025-06-26,2025-06-26,DELAYED,0.0
PAI-02873,Milestone 6,2025-09-12,2025-10-07,COMPLETED,25.0
PAI-02874,Milestone 1,2024-02-16,2024-02-16,COMPLETED,0.0
