issue_id,internal_project_id,reporting_date,issue_category,issue_description,issue_status,severity
ISS-00407-21-01,PAI-00407,2025-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00407-23-01,PAI-00407,2025-11-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00408-11-01,PAI-00408,2024-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00408-16-01,PAI-00408,2025-04-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00408-24-01,PAI-00408,2025-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00409-06-01,PAI-00409,2024-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00409-11-01,PAI-00409,2024-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00409-17-01,PAI-00409,2025-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,HIGH
ISS-00409-19-01,PAI-00409,2025-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00409-19-02,PAI-00409,2025-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00409-21-01,PAI-00409,2025-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00410-02-01,PAI-00410,2024-02-29,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00410-06-01,PAI-00410,2024-06-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00410-12-01,PAI-00410,2024-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00410-13-01,PAI-00410,2025-01-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00410-18-01,PAI-00410,2025-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00410-21-01,PAI-00410,2025-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00410-21-02,PAI-00410,2025-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00411-01-01,PAI-00411,2024-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00411-05-01,PAI-00411,2024-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00411-06-01,PAI-00411,2024-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00411-07-01,PAI-00411,2024-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00411-09-01,PAI-00411,2024-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00411-10-01,PAI-00411,2024-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00411-13-01,PAI-00411,2025-01-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00411-13-02,PAI-00411,2025-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00411-14-01,PAI-00411,2025-02-28,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00411-20-01,PAI-00411,2025-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00411-22-01,PAI-00411,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00412-04-01,PAI-00412,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00412-07-01,PAI-00412,2024-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00412-09-01,PAI-00412,2024-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00412-14-01,PAI-00412,2025-02-28,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00412-16-01,PAI-00412,2025-04-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00412-18-01,PAI-00412,2025-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00412-19-01,PAI-00412,2025-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00412-19-02,PAI-00412,2025-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00412-20-01,PAI-00412,2025-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,HIGH
ISS-00412-23-01,PAI-00412,2025-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00412-24-01,PAI-00412,2025-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00413-01-01,PAI-00413,2024-01-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00413-02-01,PAI-00413,2024-02-29,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00413-04-01,PAI-00413,2024-04-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00413-06-01,PAI-00413,2024-06-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00413-08-01,PAI-00413,2024-08-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00413-10-01,PAI-00413,2024-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00413-11-01,PAI-00413,2024-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00413-14-01,PAI-00413,2025-02-28,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,HIGH
ISS-00413-15-01,PAI-00413,2025-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00413-15-02,PAI-00413,2025-03-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00413-18-01,PAI-00413,2025-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00413-18-02,PAI-00413,2025-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00413-19-01,PAI-00413,2025-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00413-20-01,PAI-00413,2025-08-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,LOW
ISS-00413-20-02,PAI-00413,2025-08-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00413-21-01,PAI-00413,2025-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00413-21-02,PAI-00413,2025-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00413-24-01,PAI-00413,2025-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00414-04-01,PAI-00414,2024-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00414-10-01,PAI-00414,2024-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00414-12-01,PAI-00414,2024-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00414-19-01,PAI-00414,2025-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00415-09-01,PAI-00415,2024-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00415-15-01,PAI-00415,2025-03-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00415-18-01,PAI-00415,2025-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00415-19-01,PAI-00415,2025-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00415-21-01,PAI-00415,2025-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00415-21-02,PAI-00415,2025-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00416-02-01,PAI-00416,2024-02-29,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00416-08-01,PAI-00416,2024-08-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00416-08-02,PAI-00416,2024-08-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00416-09-01,PAI-00416,2024-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00416-09-02,PAI-00416,2024-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00416-10-01,PAI-00416,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00416-10-02,PAI-00416,2024-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00416-11-01,PAI-00416,2024-11-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00416-12-01,PAI-00416,2024-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00416-14-01,PAI-00416,2025-02-28,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00416-17-01,PAI-00416,2025-05-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00416-19-01,PAI-00416,2025-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00416-21-01,PAI-00416,2025-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00416-24-01,PAI-00416,2025-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00417-04-01,PAI-00417,2024-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00417-08-01,PAI-00417,2024-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00417-19-01,PAI-00417,2025-07-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,LOW
ISS-00418-06-01,PAI-00418,2024-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00418-06-02,PAI-00418,2024-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00418-09-01,PAI-00418,2024-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00418-10-01,PAI-00418,2024-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00419-01-01,PAI-00419,2024-01-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00419-06-01,PAI-00419,2024-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00419-10-01,PAI-00419,2024-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00419-11-01,PAI-00419,2024-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00419-12-01,PAI-00419,2024-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00419-14-01,PAI-00419,2025-02-28,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00419-17-01,PAI-00419,2025-05-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,LOW
ISS-00419-24-01,PAI-00419,2025-12-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00420-05-01,PAI-00420,2024-05-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00420-14-01,PAI-00420,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00420-15-01,PAI-00420,2025-03-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00421-07-01,PAI-00421,2024-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00421-15-01,PAI-00421,2025-03-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00421-19-01,PAI-00421,2025-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00421-19-02,PAI-00421,2025-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00421-23-01,PAI-00421,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00422-01-01,PAI-00422,2024-01-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00422-05-01,PAI-00422,2024-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00422-12-01,PAI-00422,2024-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00422-14-01,PAI-00422,2025-02-28,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00422-18-01,PAI-00422,2025-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,LOW
ISS-00422-19-01,PAI-00422,2025-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00423-11-01,PAI-00423,2024-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00423-19-01,PAI-00423,2025-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00423-22-01,PAI-00423,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00424-02-01,PAI-00424,2024-02-29,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00424-06-01,PAI-00424,2024-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00424-10-01,PAI-00424,2024-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00424-11-01,PAI-00424,2024-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00424-12-01,PAI-00424,2024-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00424-15-01,PAI-00424,2025-03-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00424-16-01,PAI-00424,2025-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00424-16-02,PAI-00424,2025-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00424-17-01,PAI-00424,2025-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00424-17-02,PAI-00424,2025-05-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00424-18-01,PAI-00424,2025-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00424-20-01,PAI-00424,2025-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00424-22-01,PAI-00424,2025-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00424-22-02,PAI-00424,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00424-22-03,PAI-00424,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00424-22-04,PAI-00424,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00424-22-05,PAI-00424,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00424-23-01,PAI-00424,2025-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00424-23-02,PAI-00424,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00425-02-01,PAI-00425,2024-02-29,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00425-03-01,PAI-00425,2024-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00425-08-01,PAI-00425,2024-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00425-09-01,PAI-00425,2024-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00425-12-01,PAI-00425,2024-12-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,HIGH
ISS-00425-12-02,PAI-00425,2024-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00425-13-01,PAI-00425,2025-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00425-14-01,PAI-00425,2025-02-28,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,LOW
ISS-00425-17-01,PAI-00425,2025-05-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00425-18-01,PAI-00425,2025-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00425-19-01,PAI-00425,2025-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00425-21-01,PAI-00425,2025-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00425-21-02,PAI-00425,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00425-22-01,PAI-00425,2025-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00425-24-01,PAI-00425,2025-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00426-05-01,PAI-00426,2024-05-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00426-06-01,PAI-00426,2024-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00426-09-01,PAI-00426,2024-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00426-09-02,PAI-00426,2024-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00426-09-03,PAI-00426,2024-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,LOW
ISS-00426-14-01,PAI-00426,2025-02-28,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00426-17-01,PAI-00426,2025-05-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00426-22-01,PAI-00426,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00426-23-01,PAI-00426,2025-11-30,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00426-24-01,PAI-00426,2025-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00427-01-01,PAI-00427,2024-01-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00427-02-01,PAI-00427,2024-02-29,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00427-03-01,PAI-00427,2024-03-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00427-05-01,PAI-00427,2024-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,HIGH
ISS-00427-06-01,PAI-00427,2024-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00427-09-01,PAI-00427,2024-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,LOW
ISS-00427-11-01,PAI-00427,2024-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,HIGH
ISS-00427-12-01,PAI-00427,2024-12-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00427-12-02,PAI-00427,2024-12-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00427-13-01,PAI-00427,2025-01-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00427-14-01,PAI-00427,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00427-14-02,PAI-00427,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00427-16-01,PAI-00427,2025-04-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00427-17-01,PAI-00427,2025-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00427-17-02,PAI-00427,2025-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00427-18-01,PAI-00427,2025-06-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00427-18-02,PAI-00427,2025-06-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00427-20-01,PAI-00427,2025-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00427-20-02,PAI-00427,2025-08-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00427-20-03,PAI-00427,2025-08-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,HIGH
ISS-00427-20-04,PAI-00427,2025-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00427-21-01,PAI-00427,2025-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,HIGH
ISS-00427-21-02,PAI-00427,2025-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00427-21-03,PAI-00427,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00427-22-01,PAI-00427,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00427-22-02,PAI-00427,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,HIGH
ISS-00427-23-01,PAI-00427,2025-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00427-24-01,PAI-00427,2025-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00427-24-02,PAI-00427,2025-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,HIGH
ISS-00428-02-01,PAI-00428,2024-02-29,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00428-09-01,PAI-00428,2024-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00428-09-02,PAI-00428,2024-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00428-19-01,PAI-00428,2025-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
