snapshot_id,internal_project_id,reporting_date,planned_progress_pct,physical_progress_pct,planned_expenditure_cr,period_expenditure_cr,cumulative_expenditure_cr,milestones_planned,milestones_completed,delay_days
SNP-00315-12,PAI-00315,2024-12-31,49.71,36.52,81.98,2.34,47.95,1,1,10
SNP-00315-13,PAI-00315,2025-01-31,56.03,38.61,92.41,2.42,50.37,3,2,12
SNP-00315-14,PAI-00315,2025-02-28,58.13,39.18,95.87,6.59,56.96,3,2,15
SNP-00315-15,PAI-00315,2025-03-31,60.12,46.41,99.15,7.25,64.2,3,2,12
SNP-00315-16,PAI-00315,2025-04-30,67.89,46.41,111.97,9.26,73.47,2,1,16
SNP-00315-17,PAI-00315,2025-05-31,75.32,47.75,124.21,0.0,73.47,2,1,18
SNP-00315-18,PAI-00315,2025-06-30,76.58,54.3,126.29,7.85,81.32,3,2,16
SNP-00315-19,PAI-00315,2025-07-31,80.13,54.3,132.15,0.0,81.32,1,1,19
SNP-00315-20,PAI-00315,2025-08-31,86.66,56.69,142.91,0.0,81.32,1,1,21
SNP-00315-21,PAI-00315,2025-09-30,86.42,57.25,142.52,0.0,81.32,2,1,24
SNP-00315-22,PAI-00315,2025-10-31,91.14,64.26,150.32,4.08,85.4,3,2,21
SNP-00315-23,PAI-00315,2025-11-30,98.23,66.84,161.99,0.75,86.14,2,1,23
SNP-00315-24,PAI-00315,2025-12-31,100.0,68.3,164.92,0.61,86.76,2,1,25
SNP-00316-01,PAI-00316,2024-01-31,0.32,2.21,0.48,3.81,3.81,2,2,1
SNP-00316-02,PAI-00316,2024-02-29,4.47,8.79,6.7,8.37,12.18,3,3,0
SNP-00316-03,PAI-00316,2024-03-31,8.11,13.57,12.17,6.05,18.24,2,2,0
SNP-00316-04,PAI-00316,2024-04-30,13.63,18.03,20.44,12.11,30.35,2,2,0
SNP-00316-05,PAI-00316,2024-05-31,19.54,21.64,29.32,0.0,30.35,2,2,0
SNP-00316-06,PAI-00316,2024-06-30,22.76,26.83,34.15,5.75,36.1,2,2,0
SNP-00316-07,PAI-00316,2024-07-31,27.15,30.4,40.72,10.73,46.83,1,1,0
SNP-00316-08,PAI-00316,2024-08-31,31.56,36.41,47.34,0.51,47.33,2,2,0
SNP-00316-09,PAI-00316,2024-09-30,35.57,39.44,53.35,12.4,59.73,2,2,0
SNP-00316-10,PAI-00316,2024-10-31,38.92,47.92,58.38,1.93,61.66,1,1,0
SNP-00316-11,PAI-00316,2024-11-30,45.12,48.83,67.68,7.57,69.24,2,2,0
SNP-00316-12,PAI-00316,2024-12-31,50.76,55.19,76.14,15.54,84.78,1,1,0
SNP-00316-13,PAI-00316,2025-01-31,52.39,55.48,78.59,4.34,89.11,2,2,0
SNP-00316-14,PAI-00316,2025-02-28,59.48,63.15,89.22,7.18,96.29,1,1,0
SNP-00316-15,PAI-00316,2025-03-31,63.9,68.78,95.84,10.85,107.14,2,2,0
SNP-00316-16,PAI-00316,2025-04-30,67.69,73.15,101.54,0.0,107.14,2,2,0
SNP-00316-17,PAI-00316,2025-05-31,70.98,78.37,106.47,0.0,107.14,3,3,0
SNP-00316-18,PAI-00316,2025-06-30,78.07,80.41,117.1,7.19,114.32,3,3,0
SNP-00316-19,PAI-00316,2025-07-31,80.28,86.34,120.42,0.0,114.32,2,2,0
SNP-00316-20,PAI-00316,2025-08-31,85.27,88.5,127.91,26.51,140.84,2,2,0
SNP-00316-21,PAI-00316,2025-09-30,91.75,96.88,137.63,0.0,140.84,2,2,0
SNP-00316-22,PAI-00316,2025-10-31,95.12,100.0,142.68,1.01,141.85,2,2,0
SNP-00316-23,PAI-00316,2025-11-30,99.76,100.0,149.64,11.76,153.61,2,2,0
SNP-00316-24,PAI-00316,2025-12-31,100.0,100.0,150.0,0.0,153.61,3,2,0
SNP-00317-01,PAI-00317,2024-01-31,0.76,2.09,1.23,3.11,3.11,2,2,1
SNP-00317-02,PAI-00317,2024-02-29,4.21,4.59,6.79,1.31,4.42,2,2,2
SNP-00317-03,PAI-00317,2024-03-31,9.44,9.36,15.24,10.06,14.47,3,3,2
SNP-00317-04,PAI-00317,2024-04-30,15.18,10.99,24.51,0.0,14.47,2,1,4
SNP-00317-05,PAI-00317,2024-05-31,18.16,14.15,29.32,7.01,21.49,2,1,5
SNP-00317-06,PAI-00317,2024-06-30,22.03,14.62,35.57,0.92,22.41,3,2,8
SNP-00317-07,PAI-00317,2024-07-31,26.14,17.94,42.2,3.96,26.37,2,1,8
SNP-00317-08,PAI-00317,2024-08-31,31.85,21.82,51.42,10.94,37.31,2,1,9
SNP-00317-09,PAI-00317,2024-09-30,39.53,23.34,63.82,0.0,37.31,3,2,11
SNP-00317-10,PAI-00317,2024-10-31,40.13,23.34,64.78,0.0,37.31,2,1,14
SNP-00317-11,PAI-00317,2024-11-30,44.09,29.58,71.17,5.52,42.83,3,2,13
SNP-00317-12,PAI-00317,2024-12-31,48.62,29.92,78.48,6.83,49.66,2,1,16
SNP-00317-13,PAI-00317,2025-01-31,53.68,29.92,86.65,0.0,49.66,2,1,19
SNP-00317-14,PAI-00317,2025-02-28,59.29,29.92,95.71,0.0,49.66,3,2,22
SNP-00317-15,PAI-00317,2025-03-31,61.07,34.6,98.59,3.2,52.86,2,1,22
SNP-00317-16,PAI-00317,2025-04-30,68.17,34.7,110.04,0.0,52.86,1,0,25
SNP-00317-17,PAI-00317,2025-05-31,70.33,40.24,113.54,2.31,55.17,1,0,24
SNP-00317-18,PAI-00317,2025-06-30,77.21,40.24,124.64,0.0,55.17,2,1,27
SNP-00317-19,PAI-00317,2025-07-31,80.66,42.2,130.21,5.86,61.03,2,1,29
SNP-00317-20,PAI-00317,2025-08-31,84.84,47.03,136.96,14.78,75.81,2,1,29
SNP-00317-21,PAI-00317,2025-09-30,88.71,49.67,143.21,0.0,75.81,2,1,30
SNP-00317-22,PAI-00317,2025-10-31,95.07,51.38,153.48,7.07,82.87,2,1,32
SNP-00317-23,PAI-00317,2025-11-30,99.91,51.8,161.29,0.0,82.87,2,1,35
SNP-00317-24,PAI-00317,2025-12-31,100.0,52.12,161.43,0.0,82.87,3,1,38
SNP-00318-01,PAI-00318,2024-01-31,0.0,6.9,0.0,31.82,31.82,2,2,0
SNP-00318-02,PAI-00318,2024-02-29,5.39,7.15,25.26,0.0,31.82,2,2,0
SNP-00318-03,PAI-00318,2024-03-31,9.35,10.33,43.85,4.67,36.49,1,1,1
SNP-00318-04,PAI-00318,2024-04-30,12.61,13.74,59.17,20.34,56.83,1,1,2
SNP-00318-05,PAI-00318,2024-05-31,16.08,18.25,75.45,15.33,72.16,2,2,2
SNP-00318-06,PAI-00318,2024-06-30,20.01,18.86,93.88,2.15,74.31,3,3,4
SNP-00318-07,PAI-00318,2024-07-31,24.51,22.87,114.98,34.52,108.83,2,2,5
SNP-00318-08,PAI-00318,2024-08-31,32.63,25.82,153.07,10.9,119.73,2,1,6
SNP-00318-09,PAI-00318,2024-09-30,36.4,28.21,170.75,0.0,119.73,2,1,7
SNP-00318-10,PAI-00318,2024-10-31,38.54,30.7,180.78,4.7,124.43,1,1,8
SNP-00318-11,PAI-00318,2024-11-30,46.09,36.14,216.21,42.7,167.13,3,2,7
SNP-00318-12,PAI-00318,2024-12-31,48.91,37.84,229.44,0.0,167.13,2,1,9
SNP-00318-13,PAI-00318,2025-01-31,55.84,41.63,261.91,0.0,167.13,2,1,10
SNP-00318-14,PAI-00318,2025-02-28,56.43,43.93,264.7,0.0,167.13,1,1,11
SNP-00318-15,PAI-00318,2025-03-31,61.22,48.48,287.19,30.6,197.74,2,2,11
SNP-00318-16,PAI-00318,2025-04-30,66.83,49.63,313.48,33.62,231.36,2,2,13
SNP-00318-17,PAI-00318,2025-05-31,73.92,55.79,346.76,0.0,231.36,3,2,12
SNP-00318-18,PAI-00318,2025-06-30,76.11,55.79,356.99,12.76,244.11,1,1,15
SNP-00318-19,PAI-00318,2025-07-31,82.49,60.8,386.93,0.0,244.11,2,1,14
SNP-00318-20,PAI-00318,2025-08-31,85.47,65.72,400.9,3.04,247.16,2,1,14
SNP-00318-21,PAI-00318,2025-09-30,90.49,65.72,424.47,26.45,273.6,3,2,17
SNP-00318-22,PAI-00318,2025-10-31,94.55,67.76,443.53,0.0,273.6,2,1,19
SNP-00318-23,PAI-00318,2025-11-30,100.0,72.26,469.08,0.0,273.6,2,2,18
SNP-00318-24,PAI-00318,2025-12-31,100.0,78.16,469.08,57.71,331.32,2,2,17
SNP-00319-01,PAI-00319,2024-01-31,0.0,2.15,0.0,10.58,10.58,2,2,1
SNP-00319-02,PAI-00319,2024-02-29,6.1,7.96,22.99,26.53,37.11,2,2,0
SNP-00319-03,PAI-00319,2024-03-31,10.47,15.96,39.46,14.5,51.6,2,2,0
SNP-00319-04,PAI-00319,2024-04-30,13.65,15.96,51.43,0.0,51.6,1,1,0
SNP-00319-05,PAI-00319,2024-05-31,20.61,19.9,77.63,17.18,68.79,2,2,0
SNP-00319-06,PAI-00319,2024-06-30,21.07,25.9,79.35,18.17,86.96,2,2,0
SNP-00319-07,PAI-00319,2024-07-31,28.67,31.33,108.0,28.12,115.08,1,1,0
SNP-00319-08,PAI-00319,2024-08-31,31.23,31.79,117.63,0.0,115.08,1,1,1
SNP-00319-09,PAI-00319,2024-09-30,34.58,36.28,130.26,3.79,118.87,3,3,0
SNP-00319-10,PAI-00319,2024-10-31,40.59,46.18,152.88,40.68,159.55,2,2,0
SNP-00319-11,PAI-00319,2024-11-30,45.41,46.18,171.05,0.0,159.55,2,2,0
SNP-00319-12,PAI-00319,2024-12-31,48.12,48.93,181.24,0.0,159.55,2,2,0
SNP-00319-13,PAI-00319,2025-01-31,54.6,53.94,205.65,30.92,190.46,2,2,0
SNP-00319-14,PAI-00319,2025-02-28,56.98,59.25,214.61,0.0,190.46,4,4,0
SNP-00319-15,PAI-00319,2025-03-31,62.43,59.7,235.16,11.86,202.32,2,2,2
SNP-00319-16,PAI-00319,2025-04-30,68.47,65.45,257.89,0.0,202.32,2,2,0
SNP-00319-17,PAI-00319,2025-05-31,71.0,68.69,267.45,50.31,252.63,2,2,1
SNP-00319-18,PAI-00319,2025-06-30,76.85,71.29,289.46,6.64,259.27,2,2,2
SNP-00319-19,PAI-00319,2025-07-31,82.2,79.85,309.64,12.46,271.74,1,1,0
SNP-00319-20,PAI-00319,2025-08-31,84.21,80.22,317.19,8.4,280.14,2,2,2
SNP-00319-21,PAI-00319,2025-09-30,89.59,86.67,337.47,13.76,293.9,3,3,0
SNP-00319-22,PAI-00319,2025-10-31,93.47,90.32,352.09,0.0,293.9,2,2,1
SNP-00319-23,PAI-00319,2025-11-30,97.25,90.37,366.31,0.0,293.9,3,3,4
SNP-00319-24,PAI-00319,2025-12-31,100.0,96.07,376.67,50.35,344.25,1,1,3
SNP-00320-01,PAI-00320,2024-01-31,0.0,0.63,0.0,2.33,2.33,2,1,5
SNP-00320-02,PAI-00320,2024-02-29,6.3,3.07,13.43,4.43,6.76,2,1,7
SNP-00320-03,PAI-00320,2024-03-31,9.99,4.05,21.29,0.44,7.19,2,1,12
SNP-00320-04,PAI-00320,2024-04-30,12.76,10.42,27.2,10.02,17.22,2,1,9
SNP-00320-05,PAI-00320,2024-05-31,18.22,10.42,38.83,0.94,18.16,2,1,15
SNP-00320-06,PAI-00320,2024-06-30,22.51,12.63,47.97,3.25,21.41,2,1,18
SNP-00320-07,PAI-00320,2024-07-31,26.64,14.13,56.8,3.09,24.51,1,0,22
SNP-00320-08,PAI-00320,2024-08-31,30.6,14.13,65.22,2.42,26.92,1,0,28
SNP-00320-09,PAI-00320,2024-09-30,35.24,14.13,75.13,0.0,26.92,1,0,35
SNP-00320-10,PAI-00320,2024-10-31,40.59,17.55,86.53,1.38,28.31,2,1,36
SNP-00320-11,PAI-00320,2024-11-30,42.05,17.55,89.64,0.0,28.31,3,1,42
SNP-00320-12,PAI-00320,2024-12-31,49.97,20.8,106.51,6.26,34.57,2,1,43
SNP-00320-13,PAI-00320,2025-01-31,51.5,20.8,109.77,0.0,34.57,3,1,50
SNP-00320-14,PAI-00320,2025-02-28,56.96,23.72,121.41,9.63,44.19,3,1,51
SNP-00320-15,PAI-00320,2025-03-31,62.46,23.72,133.13,0.0,44.19,2,1,58
SNP-00320-16,PAI-00320,2025-04-30,69.04,25.6,147.17,0.0,44.19,2,1,61
SNP-00320-17,PAI-00320,2025-05-31,72.3,29.52,154.12,1.43,45.62,2,1,61
SNP-00320-18,PAI-00320,2025-06-30,76.01,29.52,162.03,6.6,52.22,2,1,68
SNP-00320-19,PAI-00320,2025-07-31,79.64,29.86,169.76,3.25,55.48,3,1,73
SNP-00320-20,PAI-00320,2025-08-31,85.26,30.02,181.74,4.02,59.5,2,1,79
SNP-00320-21,PAI-00320,2025-09-30,89.29,33.46,190.34,0.75,60.25,1,0,81
SNP-00320-22,PAI-00320,2025-10-31,93.18,34.37,198.61,2.27,62.52,1,0,85
SNP-00320-23,PAI-00320,2025-11-30,98.93,34.37,210.88,0.0,62.52,2,1,92
SNP-00320-24,PAI-00320,2025-12-31,100.0,35.83,213.16,0.96,63.47,1,0,96
SNP-00321-01,PAI-00321,2024-01-31,0.0,9.38,0.0,13.27,13.27,2,2,0
SNP-00321-02,PAI-00321,2024-02-29,4.73,11.71,7.09,3.65,16.92,3,3,0
SNP-00321-03,PAI-00321,2024-03-31,7.48,13.08,11.22,2.72,19.64,3,3,0
SNP-00321-04,PAI-00321,2024-04-30,13.12,20.41,19.68,7.72,27.37,2,2,0
SNP-00321-05,PAI-00321,2024-05-31,19.4,23.15,29.1,4.45,31.81,1,1,0
SNP-00321-06,PAI-00321,2024-06-30,21.39,29.11,32.09,11.08,42.89,2,2,0
SNP-00321-07,PAI-00321,2024-07-31,26.4,30.18,39.59,3.5,46.4,2,2,0
SNP-00321-08,PAI-00321,2024-08-31,31.46,33.39,47.18,0.0,46.4,2,2,0
SNP-00321-09,PAI-00321,2024-09-30,37.78,42.19,56.67,7.96,54.36,2,2,0
SNP-00321-10,PAI-00321,2024-10-31,41.64,45.55,62.46,8.44,62.8,2,2,0
SNP-00321-11,PAI-00321,2024-11-30,45.99,52.43,68.99,9.52,72.32,1,1,0
SNP-00321-12,PAI-00321,2024-12-31,49.51,52.43,74.27,7.33,79.65,3,3,0
SNP-00321-13,PAI-00321,2025-01-31,53.91,58.98,80.86,15.48,95.13,2,2,0
SNP-00321-14,PAI-00321,2025-02-28,58.13,64.5,87.19,1.14,96.27,1,1,0
SNP-00321-15,PAI-00321,2025-03-31,63.43,67.63,95.14,0.0,96.27,2,2,0
SNP-00321-16,PAI-00321,2025-04-30,67.66,70.81,101.49,0.0,96.27,2,2,0
SNP-00321-17,PAI-00321,2025-05-31,71.78,76.31,107.67,15.84,112.11,2,2,0
SNP-00321-18,PAI-00321,2025-06-30,77.32,79.38,115.97,0.0,112.11,2,2,0
SNP-00321-19,PAI-00321,2025-07-31,78.37,84.2,117.56,16.61,128.72,3,3,0
SNP-00321-20,PAI-00321,2025-08-31,87.04,85.74,130.57,0.0,128.72,2,2,0
SNP-00321-21,PAI-00321,2025-09-30,88.04,93.64,132.06,0.0,128.72,3,3,0
SNP-00321-22,PAI-00321,2025-10-31,93.04,99.1,139.56,0.0,128.72,1,1,0
SNP-00321-23,PAI-00321,2025-11-30,98.3,100.0,147.45,13.68,142.39,2,2,0
SNP-00321-24,PAI-00321,2025-12-31,100.0,100.0,150.0,0.0,142.39,2,2,0
SNP-00322-01,PAI-00322,2024-01-31,0.0,4.24,0.0,6.19,6.19,2,2,0
SNP-00322-02,PAI-00322,2024-02-29,4.67,4.24,10.85,6.1,12.29,2,2,6
SNP-00322-03,PAI-00322,2024-03-31,8.24,4.62,19.17,0.44,12.74,2,1,11
SNP-00322-04,PAI-00322,2024-04-30,14.12,9.68,32.83,9.27,22.0,2,1,10
SNP-00322-05,PAI-00322,2024-05-31,20.16,10.73,46.87,1.61,23.61,1,1,15
SNP-00322-06,PAI-00322,2024-06-30,24.57,14.94,57.12,7.56,31.17,1,1,15
SNP-00322-07,PAI-00322,2024-07-31,25.34,14.94,58.93,6.24,37.41,2,1,21
SNP-00322-08,PAI-00322,2024-08-31,31.86,18.72,74.07,2.57,39.98,3,2,21
SNP-00322-09,PAI-00322,2024-09-30,35.19,18.94,81.81,0.0,39.98,2,1,27
SNP-00322-10,PAI-00322,2024-10-31,39.54,20.86,91.94,9.89,49.87,1,0,31
SNP-00322-11,PAI-00322,2024-11-30,46.73,21.32,108.66,1.29,51.17,1,0,36
SNP-00322-12,PAI-00322,2024-12-31,50.11,23.4,116.51,5.62,56.79,1,0,39
SNP-00322-13,PAI-00322,2025-01-31,55.55,24.4,129.16,0.0,56.79,3,1,44
SNP-00322-14,PAI-00322,2025-02-28,57.42,31.27,133.51,10.99,67.78,2,1,40
SNP-00322-15,PAI-00322,2025-03-31,61.9,33.15,143.91,0.0,67.78,3,2,44
SNP-00322-16,PAI-00322,2025-04-30,67.39,33.15,156.69,0.0,67.78,2,1,50
SNP-00322-17,PAI-00322,2025-05-31,73.46,33.61,170.79,17.36,85.14,1,0,55
SNP-00322-18,PAI-00322,2025-06-30,77.75,37.21,180.77,0.5,85.64,2,1,56
SNP-00322-19,PAI-00322,2025-07-31,80.24,40.14,186.57,0.0,85.64,2,1,58
SNP-00322-20,PAI-00322,2025-08-31,84.38,42.59,196.2,4.6,90.24,1,0,61
SNP-00322-21,PAI-00322,2025-09-30,89.01,42.71,206.96,9.94,100.19,3,1,67
SNP-00322-22,PAI-00322,2025-10-31,95.61,46.45,222.31,17.21,117.4,2,1,67
SNP-00322-23,PAI-00322,2025-11-30,100.0,46.63,232.51,8.82,126.22,2,1,73
SNP-00322-24,PAI-00322,2025-12-31,100.0,49.68,232.51,0.0,126.22,2,1,75
SNP-00323-01,PAI-00323,2024-01-31,1.31,3.6,3.12,10.44,10.44,1,1,0
SNP-00323-02,PAI-00323,2024-02-29,5.21,7.78,12.45,5.39,15.83,1,1,0
SNP-00323-03,PAI-00323,2024-03-31,9.43,12.83,22.54,15.83,31.66,2,2,0
SNP-00323-04,PAI-00323,2024-04-30,12.48,16.11,29.81,3.13,34.8,1,1,0
SNP-00323-05,PAI-00323,2024-05-31,17.8,18.0,42.53,2.63,37.43,3,3,2
SNP-00323-06,PAI-00323,2024-06-30,22.57,23.67,53.91,9.1,46.53,2,2,1
SNP-00323-07,PAI-00323,2024-07-31,28.87,23.67,68.97,3.94,50.47,1,1,4
SNP-00323-08,PAI-00323,2024-08-31,28.93,25.35,69.1,0.0,50.47,2,2,6
SNP-00323-09,PAI-00323,2024-09-30,35.63,28.15,85.12,7.05,57.52,2,2,7
SNP-00323-10,PAI-00323,2024-10-31,40.8,32.16,97.46,0.37,57.88,2,1,7
SNP-00323-11,PAI-00323,2024-11-30,44.06,35.35,105.24,14.29,72.18,2,2,8
SNP-00323-12,PAI-00323,2024-12-31,49.5,42.34,118.24,3.33,75.51,3,2,6
SNP-00323-13,PAI-00323,2025-01-31,53.45,42.34,127.67,0.41,75.92,3,2,9
SNP-00323-14,PAI-00323,2025-02-28,58.82,43.04,140.51,14.44,90.36,2,1,12
SNP-00323-15,PAI-00323,2025-03-31,62.03,50.1,148.17,3.56,93.92,4,3,9
SNP-00323-16,PAI-00323,2025-04-30,67.8,52.26,161.95,20.6,114.52,2,1,11
SNP-00323-17,PAI-00323,2025-05-31,71.46,54.0,170.7,0.0,114.52,2,1,13
SNP-00323-18,PAI-00323,2025-06-30,77.06,57.13,184.08,8.08,122.6,2,1,14
SNP-00323-19,PAI-00323,2025-07-31,83.1,59.04,198.52,0.0,122.6,2,1,16
SNP-00323-20,PAI-00323,2025-08-31,86.23,65.49,205.99,1.27,123.87,1,1,14
SNP-00323-21,PAI-00323,2025-09-30,90.91,68.73,217.18,19.94,143.81,1,1,15
SNP-00323-22,PAI-00323,2025-10-31,94.46,70.45,225.64,0.0,143.81,2,1,16
SNP-00323-23,PAI-00323,2025-11-30,99.68,76.36,238.12,0.84,144.65,2,2,15
SNP-00323-24,PAI-00323,2025-12-31,100.0,77.77,238.88,6.59,151.24,2,2,17
SNP-00324-01,PAI-00324,2024-01-31,1.06,1.44,4.56,4.26,4.26,2,2,4
SNP-00324-02,PAI-00324,2024-02-29,2.0,4.21,8.62,9.26,13.53,2,2,6
SNP-00324-03,PAI-00324,2024-03-31,9.08,7.85,39.06,11.42,24.94,2,2,6
SNP-00324-04,PAI-00324,2024-04-30,13.67,13.42,58.79,16.72,41.66,2,2,4
SNP-00324-05,PAI-00324,2024-05-31,19.29,13.42,82.96,10.88,52.54,2,1,11
SNP-00324-06,PAI-00324,2024-06-30,21.84,13.6,93.95,0.0,52.54,2,1,17
SNP-00324-07,PAI-00324,2024-07-31,25.77,13.6,110.84,0.0,52.54,3,1,23
SNP-00324-08,PAI-00324,2024-08-31,31.39,13.6,135.0,2.86,55.4,2,1,29
SNP-00324-09,PAI-00324,2024-09-30,36.89,15.41,158.68,0.0,55.4,3,1,33
SNP-00324-10,PAI-00324,2024-10-31,42.31,15.41,181.97,0.0,55.4,2,1,39
SNP-00324-11,PAI-00324,2024-11-30,45.23,15.96,194.52,0.0,55.4,2,1,44
SNP-00324-12,PAI-00324,2024-12-31,49.32,17.75,212.12,0.0,55.4,2,1,48
SNP-00324-13,PAI-00324,2025-01-31,54.37,19.21,233.87,6.98,62.38,2,1,52
SNP-00324-14,PAI-00324,2025-02-28,59.29,21.73,255.0,11.68,74.06,1,0,54
SNP-00324-15,PAI-00324,2025-03-31,63.57,23.39,273.43,0.0,74.06,2,1,58
SNP-00324-16,PAI-00324,2025-04-30,68.63,23.83,295.17,23.18,97.23,3,1,64
SNP-00324-17,PAI-00324,2025-05-31,71.14,23.83,305.98,0.0,97.23,1,0,70
SNP-00324-18,PAI-00324,2025-06-30,74.66,28.94,321.14,0.0,97.23,2,1,69
SNP-00324-19,PAI-00324,2025-07-31,81.63,28.94,351.08,8.97,106.2,3,1,75
SNP-00324-20,PAI-00324,2025-08-31,85.05,28.94,365.82,0.0,106.2,3,1,81
SNP-00324-21,PAI-00324,2025-09-30,89.63,29.95,385.49,0.0,106.2,1,0,86
SNP-00324-22,PAI-00324,2025-10-31,92.08,29.95,396.03,11.78,117.98,3,1,92
SNP-00324-23,PAI-00324,2025-11-30,100.0,30.11,430.11,0.0,117.98,3,1,98
SNP-00324-24,PAI-00324,2025-12-31,100.0,34.72,430.11,20.34,138.31,3,1,97
SNP-00325-01,PAI-00325,2024-01-31,0.0,6.58,0.0,9.95,9.95,2,2,0
SNP-00325-02,PAI-00325,2024-02-29,4.78,12.61,7.44,9.92,19.87,2,2,0
SNP-00325-03,PAI-00325,2024-03-31,10.32,12.61,16.06,1.07,20.94,2,2,0
SNP-00325-04,PAI-00325,2024-04-30,11.93,20.28,18.58,7.28,28.23,2,2,0
SNP-00325-05,PAI-00325,2024-05-31,17.63,22.66,27.45,6.24,34.47,3,3,0
SNP-00325-06,PAI-00325,2024-06-30,23.44,26.18,36.5,0.0,34.47,2,2,0
SNP-00325-07,PAI-00325,2024-07-31,26.93,29.4,41.93,9.32,43.79,3,3,0
SNP-00325-08,PAI-00325,2024-08-31,31.92,35.59,49.7,14.29,58.08,1,1,0
SNP-00325-09,PAI-00325,2024-09-30,36.29,35.59,56.51,0.0,58.08,2,2,1
SNP-00325-10,PAI-00325,2024-10-31,40.16,41.33,62.53,3.95,62.03,2,2,0
SNP-00325-11,PAI-00325,2024-11-30,44.91,45.33,69.92,5.25,67.28,1,1,0
SNP-00325-12,PAI-00325,2024-12-31,52.39,49.62,81.57,13.79,81.07,2,2,0
SNP-00325-13,PAI-00325,2025-01-31,53.69,55.83,83.59,0.0,81.07,2,2,0
SNP-00325-14,PAI-00325,2025-02-28,56.54,55.83,88.03,4.33,85.4,1,1,2
SNP-00325-15,PAI-00325,2025-03-31,62.26,67.08,96.94,3.82,89.22,1,1,0
SNP-00325-16,PAI-00325,2025-04-30,66.77,68.84,103.96,24.37,113.6,2,2,0
SNP-00325-17,PAI-00325,2025-05-31,72.0,70.83,112.1,0.0,113.6,1,1,0
SNP-00325-18,PAI-00325,2025-06-30,76.73,75.44,119.46,0.0,113.6,1,1,0
SNP-00325-19,PAI-00325,2025-07-31,82.4,80.65,128.3,0.0,113.6,2,2,0
SNP-00325-20,PAI-00325,2025-08-31,85.56,82.28,133.21,10.44,124.04,3,3,0
SNP-00325-21,PAI-00325,2025-09-30,88.97,89.12,138.52,0.0,124.04,2,2,0
SNP-00325-22,PAI-00325,2025-10-31,95.97,91.36,149.43,0.0,124.04,2,2,0
SNP-00325-23,PAI-00325,2025-11-30,98.33,97.68,153.1,0.0,124.04,1,1,0
SNP-00325-24,PAI-00325,2025-12-31,100.0,99.32,155.7,25.43,149.47,1,1,0
SNP-00326-01,PAI-00326,2024-01-31,0.38,4.37,1.12,10.67,10.67,1,1,0
SNP-00326-02,PAI-00326,2024-02-29,2.96,5.61,8.65,5.64,16.31,2,2,4
SNP-00326-03,PAI-00326,2024-03-31,7.96,9.46,23.25,2.47,18.78,2,2,4
SNP-00326-04,PAI-00326,2024-04-30,13.29,10.86,38.86,3.47,22.25,3,2,8
SNP-00326-05,PAI-00326,2024-05-31,18.06,16.0,52.79,22.15,44.4,2,2,7
SNP-00326-06,PAI-00326,2024-06-30,22.9,16.51,66.95,0.0,44.4,2,2,12
SNP-00326-07,PAI-00326,2024-07-31,26.09,21.65,76.25,12.62,57.01,1,1,11
SNP-00326-08,PAI-00326,2024-08-31,30.4,24.39,88.85,10.42,67.43,2,1,13
SNP-00326-09,PAI-00326,2024-09-30,35.41,24.73,103.5,0.0,67.43,2,1,19
SNP-00326-10,PAI-00326,2024-10-31,41.03,29.23,119.93,12.93,80.36,3,2,18
SNP-00326-11,PAI-00326,2024-11-30,46.26,29.23,135.22,1.12,81.48,3,1,24
SNP-00326-12,PAI-00326,2024-12-31,48.42,34.45,141.52,0.0,81.48,1,1,23
SNP-00326-13,PAI-00326,2025-01-31,51.92,34.45,151.76,0.0,81.48,2,1,29
SNP-00326-14,PAI-00326,2025-02-28,59.52,35.52,173.97,8.72,90.2,2,1,34
SNP-00326-15,PAI-00326,2025-03-31,63.54,40.41,185.71,26.08,116.29,3,2,33
SNP-00326-16,PAI-00326,2025-04-30,66.31,41.01,193.8,0.0,116.29,1,1,38
SNP-00326-17,PAI-00326,2025-05-31,73.06,42.78,213.55,16.5,132.78,2,1,42
SNP-00326-18,PAI-00326,2025-06-30,76.37,45.33,223.21,0.0,132.78,1,1,44
SNP-00326-19,PAI-00326,2025-07-31,79.21,48.19,231.52,0.0,132.78,1,1,46
SNP-00326-20,PAI-00326,2025-08-31,82.63,54.57,241.51,5.72,138.5,2,1,43
SNP-00326-21,PAI-00326,2025-09-30,90.82,54.69,265.46,0.0,138.5,2,1,49
SNP-00326-22,PAI-00326,2025-10-31,96.35,54.69,281.63,17.97,156.47,1,1,55
SNP-00326-23,PAI-00326,2025-11-30,98.43,60.63,287.7,27.54,184.01,1,1,52
SNP-00326-24,PAI-00326,2025-12-31,100.0,60.63,292.29,0.0,184.01,2,1,59
SNP-00327-01,PAI-00327,2024-01-31,0.85,2.84,1.27,2.15,2.15,2,2,1
SNP-00327-02,PAI-00327,2024-02-29,5.38,7.34,8.07,8.85,11.0,1,1,0
SNP-00327-03,PAI-00327,2024-03-31,9.32,16.15,13.97,11.76,22.76,2,2,0
SNP-00327-04,PAI-00327,2024-04-30,12.08,18.02,18.12,4.17,26.93,3,3,0
SNP-00327-05,PAI-00327,2024-05-31,18.73,21.28,28.1,3.63,30.57,1,1,0
SNP-00327-06,PAI-00327,2024-06-30,24.09,25.24,36.13,3.84,34.41,1,1,0
