internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-00222,Fiber Network Project 222 - Rajasthan,Ministry of Telecommunications,BSNL,Telecom,Rajasthan,Fiber Network,2023-02-23,2023-05-07,2025-05-07,2025-07-06,272.61,319.73,PAI26-100221,OCMS-2022-10221,PMG-50221
PAI-00223,Road Widening Project 223 - Telangana,Ministry of Road Transport & Highways,NHAI,Roads,Telangana,Road Widening,2023-09-16,2024-06-26,2029-01-26,2029-08-10,150.0,176.1,PAI26-100222,OCMS-2023-10222,PMG-50222
PAI-00224,Bridge Project 224 - Haryana,Ministry of Railways,RVNL,Railways,Haryana,Bridge,2023-03-11,2023-06-25,2027-04-25,2027-10-14,240.04,303.18,PAI26-100223,OCMS-2024-10223,PMG-50223
PAI-00225,Transmission Project 225 - Jharkhand,Ministry of Power,NTPC,Power,Jharkhand,Transmission,2023-06-30,2023-11-11,2028-06-11,2028-10-01,150.0,153.71,PAI26-100224,OCMS-2018-10224,PMG-50224
PAI-00226,Port Expansion Project 226 - Andhra Pradesh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Andhra Pradesh,Port Expansion,2023-04-15,2023-12-20,2028-05-20,2028-11-07,150.0,185.88,PAI26-100225,OCMS-2019-10225,PMG-50225
PAI-00227,Air Navigation Project 227 - Uttar Pradesh,Ministry of Civil Aviation,AAI,Civil Aviation,Uttar Pradesh,Air Navigation,2022-11-27,2023-03-19,2027-05-19,2027-05-30,150.0,150.84,PAI26-100226,OCMS-2020-10226,PMG-50226
PAI-00228,Fiber Network Project 228 - Odisha,Ministry of Telecommunications,BSNL,Telecom,Odisha,Fiber Network,2022-06-24,2023-01-30,2025-11-30,2025-12-28,184.6,184.6,PAI26-100227,OCMS-2021-10227,PMG-50227
PAI-00229,National Highway Project 229 - Maharashtra,Ministry of Road Transport & Highways,NHIDCL,Roads,Maharashtra,National Highway,2023-10-30,2024-02-21,2026-12-21,2026-12-21,267.31,278.5,PAI26-100228,OCMS-2022-10228,PMG-50228
PAI-00230,Station Redevelopment Project 230 - Madhya Pradesh,Ministry of Railways,RVNL,Railways,Madhya Pradesh,Station Redevelopment,2023-04-02,2023-07-02,2027-12-02,2028-01-13,177.79,177.79,PAI26-100229,OCMS-2023-10229,PMG-50229
PAI-00231,Generation Project 231 - Kerala,Ministry of Power,NTPC,Power,Kerala,Generation,2022-09-20,2023-05-29,2028-03-29,2028-08-01,150.0,176.3,PAI26-100230,OCMS-2024-10230,PMG-50230
PAI-00232,Port Expansion Project 232 - Rajasthan,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Rajasthan,Port Expansion,2022-08-02,2023-05-19,2027-11-19,2028-05-08,559.02,715.59,PAI26-100231,OCMS-2018-10231,PMG-50231
PAI-00233,Air Navigation Project 233 - Tamil Nadu,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Tamil Nadu,Air Navigation,2022-09-25,2023-06-05,2027-10-05,2028-03-10,268.31,335.31,PAI26-100232,OCMS-2019-10232,PMG-50232
PAI-00234,Fiber Network Project 234 - Assam,Ministry of Telecommunications,BSNL,Telecom,Assam,Fiber Network,2022-05-07,2022-12-11,2027-12-11,2027-12-30,329.33,368.01,PAI26-100233,OCMS-2020-10233,PMG-50233
PAI-00235,Bridge Project 235 - Sikkim,Ministry of Road Transport & Highways,NHAI,Roads,Sikkim,Bridge,2023-05-20,2024-01-16,2028-09-16,2028-12-20,154.27,155.03,PAI26-100234,OCMS-2021-10234,PMG-50234
PAI-00236,Bridge Project 236 - Bihar,Ministry of Railways,Indian Railways,Railways,Bihar,Bridge,2023-10-07,2024-02-17,2027-02-17,2027-03-22,353.57,394.0,PAI26-100235,OCMS-2022-10235,PMG-50235
PAI-00237,Substation Project 237 - Kerala,Ministry of Power,NHPC,Power,Kerala,Substation,2022-05-24,2023-01-30,2025-11-30,2025-11-30,150.0,154.56,PAI26-100236,OCMS-2023-10236,PMG-50236
PAI-00238,Inland Waterway Project 238 - Telangana,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Telangana,Inland Waterway,2023-01-24,2023-05-01,2028-02-01,2028-02-01,237.36,254.6,PAI26-100237,OCMS-2024-10237,PMG-50237
PAI-00239,Terminal Project 239 - Kerala,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Kerala,Terminal,2023-12-07,2024-02-10,2026-08-10,2026-10-19,1743.18,2009.49,PAI26-100238,OCMS-2018-10238,PMG-50238
PAI-00240,Fiber Network Project 240 - Maharashtra,Ministry of Telecommunications,RailTel,Telecom,Maharashtra,Fiber Network,2022-08-02,2023-05-24,2025-06-24,2025-10-04,181.34,221.6,PAI26-100239,OCMS-2019-10239,PMG-50239
PAI-00241,National Highway Project 241 - Chhattisgarh,Ministry of Road Transport & Highways,MoRTH,Roads,Chhattisgarh,National Highway,2023-04-28,2023-08-14,2026-10-14,2026-10-14,407.4,417.16,PAI26-100240,OCMS-2020-10240,PMG-50240
PAI-00242,Rail Corridor Project 242 - Telangana,Ministry of Railways,RVNL,Railways,Telangana,Rail Corridor,2022-06-08,2022-12-14,2025-01-14,2025-03-18,214.55,223.49,PAI26-100241,OCMS-2021-10241,PMG-50241
PAI-00243,Substation Project 243 - Madhya Pradesh,Ministry of Power,Power Grid Corporation,Power,Madhya Pradesh,Substation,2023-03-24,2023-07-05,2025-09-05,2025-10-30,563.39,584.67,PAI26-100242,OCMS-2022-10242,PMG-50242
PAI-00244,Terminal Project 244 - Uttar Pradesh,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Uttar Pradesh,Terminal,2022-09-23,2022-12-02,2027-11-02,2027-12-04,150.0,163.45,PAI26-100243,OCMS-2023-10243,PMG-50243
PAI-00245,Terminal Project 245 - Tamil Nadu,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Tamil Nadu,Terminal,2022-09-27,2022-11-27,2025-08-27,2025-09-14,239.31,241.97,PAI26-100244,OCMS-2024-10244,PMG-50244
PAI-00246,5G Infrastructure Project 246 - Uttarakhand,Ministry of Telecommunications,Department of Telecommunications,Telecom,Uttarakhand,5G Infrastructure,2023-10-21,2024-03-11,2026-08-11,2026-10-03,150.0,151.56,PAI26-100245,OCMS-2018-10245,PMG-50245
PAI-00247,Bridge Project 247 - Tamil Nadu,Ministry of Road Transport & Highways,NHAI,Roads,Tamil Nadu,Bridge,2023-08-12,2024-03-26,2026-06-26,2026-08-04,150.0,160.67,PAI26-100246,OCMS-2019-10246,PMG-50246
PAI-00248,Rail Corridor Project 248 - Tamil Nadu,Ministry of Railways,Indian Railways,Railways,Tamil Nadu,Rail Corridor,2022-08-09,2023-01-01,2026-11-01,2026-12-11,150.0,155.65,PAI26-100247,OCMS-2020-10247,PMG-50247
PAI-00249,Grid Modernisation Project 249 - Kerala,Ministry of Power,NTPC,Power,Kerala,Grid Modernisation,2023-05-17,2023-11-07,2026-01-07,2026-04-13,156.21,156.21,PAI26-100248,OCMS-2021-10248,PMG-50248
PAI-00250,Terminal Project 250 - Sikkim,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Sikkim,Terminal,2022-12-21,2023-07-31,2027-03-31,2027-05-25,424.49,459.1,PAI26-100249,OCMS-2022-10249,PMG-50249
PAI-00251,Airport Expansion Project 251 - Odisha,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Odisha,Airport Expansion,2023-10-15,2024-07-09,2028-01-09,2028-03-29,150.0,160.46,PAI26-100250,OCMS-2023-10250,PMG-50250
PAI-00252,Tower Infrastructure Project 252 - Assam,Ministry of Telecommunications,RailTel,Telecom,Assam,Tower Infrastructure,2022-12-04,2023-02-26,2025-05-26,2025-08-08,334.71,367.36,PAI26-100251,OCMS-2024-10251,PMG-50251
PAI-00253,Expressway Project 253 - Uttarakhand,Ministry of Road Transport & Highways,MoRTH,Roads,Uttarakhand,Expressway,2022-02-18,2022-09-29,2026-04-29,2026-10-04,150.0,180.98,PAI26-100252,OCMS-2018-10252,PMG-50252
PAI-00254,Rail Corridor Project 254 - Kerala,Ministry of Railways,RVNL,Railways,Kerala,Rail Corridor,2022-05-06,2022-09-25,2027-02-25,2027-04-21,150.0,162.81,PAI26-100253,OCMS-2019-10253,PMG-50253
PAI-00255,Substation Project 255 - West Bengal,Ministry of Power,NTPC,Power,West Bengal,Substation,2022-07-16,2022-10-03,2025-12-03,2026-06-05,241.02,294.52,PAI26-100254,OCMS-2020-10254,PMG-50254
PAI-00256,Port Expansion Project 256 - Kerala,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Kerala,Port Expansion,2022-09-30,2023-01-15,2025-08-15,2025-12-15,347.33,380.48,PAI26-100255,OCMS-2021-10255,PMG-50255
PAI-00257,Air Navigation Project 257 - Andhra Pradesh,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Andhra Pradesh,Air Navigation,2023-02-07,2023-06-27,2027-02-27,2027-05-08,502.01,535.62,PAI26-100256,OCMS-2022-10256,PMG-50256
PAI-00258,Tower Infrastructure Project 258 - Karnataka,Ministry of Telecommunications,Department of Telecommunications,Telecom,Karnataka,Tower Infrastructure,2022-09-19,2023-04-11,2026-10-11,2026-11-18,158.84,170.82,PAI26-100257,OCMS-2023-10257,PMG-50257
PAI-00259,National Highway Project 259 - Sikkim,Ministry of Road Transport & Highways,NHIDCL,Roads,Sikkim,National Highway,2022-08-03,2023-03-24,2026-07-24,2026-07-26,150.0,160.01,PAI26-100258,OCMS-2024-10258,PMG-50258
PAI-00260,Station Redevelopment Project 260 - West Bengal,Ministry of Railways,RVNL,Railways,West Bengal,Station Redevelopment,2022-12-14,2023-06-29,2026-09-29,2027-03-14,291.87,361.7,PAI26-100259,OCMS-2018-10259,PMG-50259
PAI-00261,Generation Project 261 - Karnataka,Ministry of Power,NHPC,Power,Karnataka,Generation,2023-12-03,2024-09-15,2029-03-15,2029-05-01,210.21,224.32,PAI26-100260,OCMS-2019-10260,PMG-50260
PAI-00262,Port Expansion Project 262 - Maharashtra,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Maharashtra,Port Expansion,2023-02-14,2023-07-15,2027-03-15,2027-04-20,164.07,168.08,PAI26-100261,OCMS-2020-10261,PMG-50261
PAI-00263,Runway Project 263 - Andhra Pradesh,Ministry of Civil Aviation,AAI,Civil Aviation,Andhra Pradesh,Runway,2022-05-11,2022-11-24,2027-10-24,2027-10-24,171.06,176.38,PAI26-100262,OCMS-2021-10262,PMG-50262
PAI-00264,5G Infrastructure Project 264 - Jharkhand,Ministry of Telecommunications,BSNL,Telecom,Jharkhand,5G Infrastructure,2022-02-16,2022-08-11,2024-10-11,2024-10-11,150.0,155.72,PAI26-100263,OCMS-2022-10263,PMG-50263
PAI-00265,Bridge Project 265 - Karnataka,Ministry of Road Transport & Highways,MoRTH,Roads,Karnataka,Bridge,2022-01-16,2022-10-22,2026-09-22,2026-10-11,179.81,190.15,PAI26-100264,OCMS-2023-10264,PMG-50264
PAI-00266,Bridge Project 266 - Assam,Ministry of Railways,RVNL,Railways,Assam,Bridge,2022-11-15,2023-06-10,2026-02-10,2026-02-28,256.8,263.68,PAI26-100265,OCMS-2024-10265,PMG-50265
PAI-00267,Generation Project 267 - Bihar,Ministry of Power,Power Grid Corporation,Power,Bihar,Generation,2023-03-10,2023-11-28,2026-01-28,2026-01-28,269.01,269.01,PAI26-100266,OCMS-2018-10266,PMG-50266
PAI-00268,Inland Waterway Project 268 - Uttarakhand,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Uttarakhand,Inland Waterway,2023-09-24,2024-03-06,2027-07-06,2027-07-06,241.6,241.6,PAI26-100267,OCMS-2019-10267,PMG-50267
PAI-00269,Terminal Project 269 - Maharashtra,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Maharashtra,Terminal,2023-07-31,2024-01-25,2027-11-25,2027-11-25,331.86,331.86,PAI26-100268,OCMS-2020-10268,PMG-50268
PAI-00270,Fiber Network Project 270 - Uttarakhand,Ministry of Telecommunications,BSNL,Telecom,Uttarakhand,Fiber Network,2022-11-19,2023-02-13,2026-12-13,2026-12-29,530.08,611.05,PAI26-100269,OCMS-2021-10269,PMG-50269
PAI-00271,Bridge Project 271 - Rajasthan,Ministry of Road Transport & Highways,NHIDCL,Roads,Rajasthan,Bridge,2022-12-11,2023-06-07,2027-12-07,2027-12-11,165.18,167.18,PAI26-100270,OCMS-2022-10270,PMG-50270
PAI-00272,Station Redevelopment Project 272 - Karnataka,Ministry of Railways,IRCON,Railways,Karnataka,Station Redevelopment,2023-03-28,2023-12-20,2027-07-20,2027-10-30,150.0,190.4,PAI26-100271,OCMS-2023-10271,PMG-50271
PAI-00273,Grid Modernisation Project 273 - Odisha,Ministry of Power,Power Grid Corporation,Power,Odisha,Grid Modernisation,2023-06-04,2023-09-16,2027-11-16,2028-07-05,168.37,224.84,PAI26-100272,OCMS-2024-10272,PMG-50272
PAI-00274,Terminal Project 274 - Chhattisgarh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Chhattisgarh,Terminal,2022-08-21,2022-11-14,2025-07-14,2025-09-19,150.0,150.0,PAI26-100273,OCMS-2018-10273,PMG-50273
PAI-00275,Air Navigation Project 275 - Bihar,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Bihar,Air Navigation,2023-02-02,2023-06-03,2027-05-03,2027-08-29,766.12,801.17,PAI26-100274,OCMS-2019-10274,PMG-50274
PAI-00276,Fiber Network Project 276 - Sikkim,Ministry of Telecommunications,BSNL,Telecom,Sikkim,Fiber Network,2022-09-11,2023-02-02,2025-09-02,2025-12-01,342.87,346.43,PAI26-100275,OCMS-2020-10275,PMG-50275
PAI-00277,Road Widening Project 277 - Telangana,Ministry of Road Transport & Highways,MoRTH,Roads,Telangana,Road Widening,2022-01-07,2022-08-15,2025-04-15,2025-04-18,231.96,231.96,PAI26-100276,OCMS-2021-10276,PMG-50276
PAI-00278,Bridge Project 278 - Uttar Pradesh,Ministry of Railways,RVNL,Railways,Uttar Pradesh,Bridge,2023-06-09,2023-08-30,2026-04-30,2026-07-31,150.0,166.26,PAI26-100277,OCMS-2022-10277,PMG-50277
PAI-00279,Transmission Project 279 - Punjab,Ministry of Power,NTPC,Power,Punjab,Transmission,2023-06-06,2024-03-16,2026-10-16,2026-11-12,150.0,157.44,PAI26-100278,OCMS-2023-10278,PMG-50278
PAI-00280,Inland Waterway Project 280 - Kerala,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Kerala,Inland Waterway,2023-05-25,2023-11-14,2027-05-14,2027-10-26,1275.72,1581.31,PAI26-100279,OCMS-2024-10279,PMG-50279
PAI-00281,Runway Project 281 - Madhya Pradesh,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Madhya Pradesh,Runway,2022-08-20,2023-04-17,2026-01-17,2026-01-17,150.0,150.0,PAI26-100280,OCMS-2018-10280,PMG-50280
PAI-00282,Tower Infrastructure Project 282 - Odisha,Ministry of Telecommunications,RailTel,Telecom,Odisha,Tower Infrastructure,2023-08-22,2024-01-25,2028-03-25,2028-04-26,230.17,264.74,PAI26-100281,OCMS-2019-10281,PMG-50281
PAI-00283,National Highway Project 283 - Andhra Pradesh,Ministry of Road Transport & Highways,NHAI,Roads,Andhra Pradesh,National Highway,2023-12-01,2024-06-18,2028-12-18,2029-01-18,150.0,158.85,PAI26-100282,OCMS-2020-10282,PMG-50282
PAI-00284,Rail Corridor Project 284 - Bihar,Ministry of Railways,Indian Railways,Railways,Bihar,Rail Corridor,2023-04-24,2023-10-26,2027-01-26,2027-08-23,150.0,171.02,PAI26-100283,OCMS-2021-10283,PMG-50283
PAI-00285,Generation Project 285 - Telangana,Ministry of Power,NTPC,Power,Telangana,Generation,2022-10-09,2023-07-11,2026-07-11,2026-08-25,318.29,318.29,PAI26-100284,OCMS-2022-10284,PMG-50284
PAI-00286,Port Expansion Project 286 - Madhya Pradesh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Madhya Pradesh,Port Expansion,2022-01-12,2022-06-09,2025-06-09,2025-06-09,365.26,365.26,PAI26-100285,OCMS-2023-10285,PMG-50285
PAI-00287,Runway Project 287 - Jharkhand,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Jharkhand,Runway,2022-01-10,2022-03-14,2026-09-14,2026-09-14,524.36,545.11,PAI26-100286,OCMS-2024-10286,PMG-50286
PAI-00288,Data Network Project 288 - Odisha,Ministry of Telecommunications,BSNL,Telecom,Odisha,Data Network,2023-05-18,2023-11-22,2028-10-22,2028-11-13,295.93,309.16,PAI26-100287,OCMS-2018-10287,PMG-50287
PAI-00289,Bridge Project 289 - Andhra Pradesh,Ministry of Road Transport & Highways,MoRTH,Roads,Andhra Pradesh,Bridge,2022-06-01,2022-11-07,2025-04-07,2025-05-04,497.35,541.31,PAI26-100288,OCMS-2019-10288,PMG-50288
PAI-00290,Station Redevelopment Project 290 - Uttar Pradesh,Ministry of Railways,IRCON,Railways,Uttar Pradesh,Station Redevelopment,2023-05-05,2023-09-30,2026-05-30,2026-08-03,428.93,428.93,PAI26-100289,OCMS-2020-10289,PMG-50289
PAI-00291,Grid Modernisation Project 291 - Karnataka,Ministry of Power,NTPC,Power,Karnataka,Grid Modernisation,2023-03-22,2023-11-20,2026-05-20,2026-07-19,294.43,302.29,PAI26-100290,OCMS-2021-10290,PMG-50290
PAI-00292,Port Expansion Project 292 - Odisha,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Odisha,Port Expansion,2022-11-10,2023-01-19,2026-01-19,2026-06-14,205.41,236.38,PAI26-100291,OCMS-2022-10291,PMG-50291
PAI-00293,Air Navigation Project 293 - Punjab,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Punjab,Air Navigation,2023-08-12,2024-04-05,2026-09-05,2026-10-28,150.0,188.42,PAI26-100292,OCMS-2023-10292,PMG-50292
PAI-00294,5G Infrastructure Project 294 - Assam,Ministry of Telecommunications,RailTel,Telecom,Assam,5G Infrastructure,2023-12-10,2024-03-22,2028-07-22,2028-07-22,274.41,287.65,PAI26-100293,OCMS-2024-10293,PMG-50293
PAI-00295,Road Widening Project 295 - Uttar Pradesh,Ministry of Road Transport & Highways,NHAI,Roads,Uttar Pradesh,Road Widening,2022-09-13,2023-02-09,2027-04-09,2027-04-09,150.0,151.66,PAI26-100294,OCMS-2018-10294,PMG-50294
PAI-00296,Rail Corridor Project 296 - Assam,Ministry of Railways,Indian Railways,Railways,Assam,Rail Corridor,2022-07-26,2022-09-29,2025-10-29,2025-12-16,192.78,216.28,PAI26-100295,OCMS-2019-10295,PMG-50295
PAI-00297,Substation Project 297 - Punjab,Ministry of Power,NTPC,Power,Punjab,Substation,2023-11-26,2024-07-22,2027-01-22,2027-06-01,569.88,677.5,PAI26-100296,OCMS-2020-10296,PMG-50296
PAI-00298,Inland Waterway Project 298 - Andhra Pradesh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Andhra Pradesh,Inland Waterway,2022-03-23,2022-09-14,2024-09-14,2024-11-19,247.62,262.7,PAI26-100297,OCMS-2021-10297,PMG-50297
PAI-00299,Terminal Project 299 - Andhra Pradesh,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Andhra Pradesh,Terminal,2023-06-03,2023-08-05,2025-11-05,2026-03-11,567.92,720.88,PAI26-100298,OCMS-2022-10298,PMG-50298
PAI-00300,5G Infrastructure Project 300 - Andhra Pradesh,Ministry of Telecommunications,Department of Telecommunications,Telecom,Andhra Pradesh,5G Infrastructure,2022-06-21,2023-01-18,2027-07-18,2027-10-07,150.0,154.1,PAI26-100299,OCMS-2023-10299,PMG-50299
PAI-00301,Expressway Project 301 - West Bengal,Ministry of Road Transport & Highways,NHAI,Roads,West Bengal,Expressway,2023-12-19,2024-02-20,2029-01-20,2029-03-07,262.2,262.2,PAI26-100300,OCMS-2024-10300,PMG-50300
PAI-00302,Bridge Project 302 - Telangana,Ministry of Railways,IRCON,Railways,Telangana,Bridge,2023-03-03,2023-09-13,2028-07-13,2028-08-16,200.13,216.56,PAI26-100301,OCMS-2018-10301,PMG-50301
PAI-00303,Grid Modernisation Project 303 - Andhra Pradesh,Ministry of Power,NTPC,Power,Andhra Pradesh,Grid Modernisation,2022-07-24,2022-11-07,2025-05-07,2025-08-05,150.0,150.0,PAI26-100302,OCMS-2019-10302,PMG-50302
PAI-00304,Terminal Project 304 - Uttarakhand,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Uttarakhand,Terminal,2023-03-02,2023-07-27,2025-12-27,2025-12-28,425.81,441.52,PAI26-100303,OCMS-2020-10303,PMG-50303
PAI-00305,Runway Project 305 - Maharashtra,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Maharashtra,Runway,2023-06-12,2023-09-10,2026-05-10,2026-05-10,150.0,151.55,PAI26-100304,OCMS-2021-10304,PMG-50304
PAI-00306,5G Infrastructure Project 306 - Bihar,Ministry of Telecommunications,Department of Telecommunications,Telecom,Bihar,5G Infrastructure,2023-09-09,2023-12-02,2026-03-02,2026-04-18,932.9,1022.63,PAI26-100305,OCMS-2022-10305,PMG-50305
PAI-00307,Expressway Project 307 - Uttar Pradesh,Ministry of Road Transport & Highways,NHIDCL,Roads,Uttar Pradesh,Expressway,2022-02-16,2022-11-09,2025-09-09,2025-10-08,319.2,328.4,PAI26-100306,OCMS-2023-10306,PMG-50306
PAI-00308,Bridge Project 308 - Odisha,Ministry of Railways,IRCON,Railways,Odisha,Bridge,2023-07-27,2023-11-15,2026-04-15,2026-06-23,150.0,159.43,PAI26-100307,OCMS-2024-10307,PMG-50307
PAI-00309,Transmission Project 309 - Uttarakhand,Ministry of Power,Power Grid Corporation,Power,Uttarakhand,Transmission,2023-12-10,2024-07-08,2029-03-08,2029-04-05,465.82,488.16,PAI26-100308,OCMS-2018-10308,PMG-50308
PAI-00310,Terminal Project 310 - Bihar,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Bihar,Terminal,2023-01-12,2023-08-01,2027-12-01,2028-03-21,150.0,186.11,PAI26-100309,OCMS-2019-10309,PMG-50309
PAI-00311,Terminal Project 311 - Rajasthan,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Rajasthan,Terminal,2022-01-05,2022-09-01,2027-02-01,2027-10-16,150.0,207.16,PAI26-100310,OCMS-2020-10310,PMG-50310
PAI-00312,Data Network Project 312 - Madhya Pradesh,Ministry of Telecommunications,BSNL,Telecom,Madhya Pradesh,Data Network,2022-12-19,2023-08-07,2027-03-07,2027-03-14,225.66,230.37,PAI26-100311,OCMS-2021-10311,PMG-50311
PAI-00313,Bridge Project 313 - Uttarakhand,Ministry of Road Transport & Highways,NHIDCL,Roads,Uttarakhand,Bridge,2023-02-25,2023-09-06,2028-05-06,2028-06-24,150.0,151.59,PAI26-100312,OCMS-2022-10312,PMG-50312
PAI-00314,Electrification Project 314 - Jharkhand,Ministry of Railways,IRCON,Railways,Jharkhand,Electrification,2023-10-30,2024-04-12,2026-09-12,2026-09-12,186.75,186.75,PAI26-100313,OCMS-2023-10313,PMG-50313
PAI-00315,Substation Project 315 - Madhya Pradesh,Ministry of Power,NHPC,Power,Madhya Pradesh,Substation,2022-11-09,2023-04-26,2025-09-26,2025-11-12,150.0,164.92,PAI26-100314,OCMS-2024-10314,PMG-50314
PAI-00316,Terminal Project 316 - Andhra Pradesh,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Andhra Pradesh,Terminal,2023-12-22,2024-05-18,2028-03-18,2028-05-27,150.0,150.0,PAI26-100315,OCMS-2018-10315,PMG-50315
PAI-00317,Air Navigation Project 317 - West Bengal,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,West Bengal,Air Navigation,2023-01-18,2023-06-27,2026-02-27,2026-06-05,150.66,161.43,PAI26-100316,OCMS-2019-10316,PMG-50316
PAI-00318,5G Infrastructure Project 318 - Kerala,Ministry of Telecommunications,Department of Telecommunications,Telecom,Kerala,5G Infrastructure,2022-02-24,2022-10-12,2027-02-12,2027-05-14,427.9,469.08,PAI26-100317,OCMS-2020-10317,PMG-50317
PAI-00319,National Highway Project 319 - Maharashtra,Ministry of Road Transport & Highways,NHIDCL,Roads,Maharashtra,National Highway,2022-12-16,2023-07-05,2027-11-05,2027-12-24,344.18,376.67,PAI26-100318,OCMS-2021-10318,PMG-50318
PAI-00320,Rail Corridor Project 320 - Gujarat,Ministry of Railways,RVNL,Railways,Gujarat,Rail Corridor,2022-08-30,2023-04-17,2028-04-17,2029-01-13,150.0,213.16,PAI26-100319,OCMS-2022-10319,PMG-50319
PAI-00321,Generation Project 321 - Chhattisgarh,Ministry of Power,NHPC,Power,Chhattisgarh,Generation,2023-11-25,2024-02-15,2027-04-15,2027-05-22,150.0,150.0,PAI26-100320,OCMS-2023-10320,PMG-50320
PAI-00322,Dredging Project 322 - Odisha,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Odisha,Dredging,2022-06-04,2023-02-03,2027-10-03,2028-01-03,200.55,232.51,PAI26-100321,OCMS-2024-10321,PMG-50321
PAI-00323,Air Navigation Project 323 - Odisha,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Odisha,Air Navigation,2022-05-16,2022-08-25,2027-05-25,2027-07-19,217.39,238.88,PAI26-100322,OCMS-2018-10322,PMG-50322
PAI-00324,Tower Infrastructure Project 324 - Assam,Ministry of Telecommunications,BSNL,Telecom,Assam,Tower Infrastructure,2023-01-18,2023-05-29,2026-07-29,2027-03-30,320.06,430.11,PAI26-100323,OCMS-2019-10323,PMG-50323
PAI-00325,National Highway Project 325 - Tamil Nadu,Ministry of Road Transport & Highways,NHIDCL,Roads,Tamil Nadu,National Highway,2023-01-12,2023-03-29,2027-02-28,2027-02-28,150.0,155.7,PAI26-100324,OCMS-2020-10324,PMG-50324
PAI-00326,Station Redevelopment Project 326 - Odisha,Ministry of Railways,Indian Railways,Railways,Odisha,Station Redevelopment,2022-02-05,2022-04-08,2027-03-08,2027-06-24,234.63,292.29,PAI26-100325,OCMS-2021-10325,PMG-50325
PAI-00327,Substation Project 327 - Uttarakhand,Ministry of Power,NTPC,Power,Uttarakhand,Substation,2022-07-09,2022-12-04,2026-11-04,2026-11-10,150.0,150.0,PAI26-100326,OCMS-2022-10326,PMG-50326
PAI-00328,Dredging Project 328 - Chhattisgarh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Chhattisgarh,Dredging,2022-03-28,2022-10-19,2025-06-19,2025-06-19,819.68,826.55,PAI26-100327,OCMS-2023-10327,PMG-50327
PAI-00329,Air Navigation Project 329 - Jharkhand,Ministry of Civil Aviation,AAI,Civil Aviation,Jharkhand,Air Navigation,2022-01-05,2022-06-15,2027-02-15,2027-03-29,454.03,484.4,PAI26-100328,OCMS-2024-10328,PMG-50328
PAI-00330,Fiber Network Project 330 - Andhra Pradesh,Ministry of Telecommunications,RailTel,Telecom,Andhra Pradesh,Fiber Network,2022-06-05,2023-02-11,2027-01-11,2027-03-03,216.16,238.74,PAI26-100329,OCMS-2018-10329,PMG-50329
PAI-00331,Expressway Project 331 - Odisha,Ministry of Road Transport & Highways,NHAI,Roads,Odisha,Expressway,2022-04-24,2022-07-15,2026-04-15,2026-05-01,150.0,153.08,PAI26-100330,OCMS-2019-10330,PMG-50330
